Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,D-STAR Enabled,Node,Sources,EchoLink,IRLP,On-air,Features,Coverage,AllStar,Commands,Links,Grid,Nets,Web links,Notes,DMR Enabled,Color Code,DMR ID,Wide Network,Location Photo,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Devilshead Local,Bandwidth,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Colorado,Colorado Chat
448.875,-5,CC 123.0,KF7OBL,Rock Springs,WY,OPEN,,D,177.72,N,,56,13028,41.5875,-109.203,448.875,443.875,123,Sweetwater,On-Air,,,2018-05-12,,,,,,,,,DMRPlus,,,,,,,,,yes,1,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 Local/Cluster 2 2 Mountain Reg USA 2 3177 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,1,1,,,,,,,,,2,,,,2,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,,177.8,W,,49,32,39.4919,-111.829,145.27,144.67,103.5,Juab,On-Air,K7JL,UVHFS,2019-02-25,,Intermountain Intertie,,,,,,,E-power.,Wide area.,,,Full-time to the Intermountain Intertie System .,,State RACES: 3rd Thursday of even-numbered months.,http://www.utahvhfs.org/snowlink.html,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,,177.87,NNW,,56,58,41.58639908,-109.22399902,444.5,449.5,123,Sweetwater,On-Air,Sweetwater ARC,,2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,,178.11,WNW,,49,147,40.161,-111.579,447.325,442.325,114.8,Utah,On-Air,,UVHFS,2015-03-25,,,,,,,,,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,178.53,SE,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,On-Air,,,2017-01-06,100,The Fun Machine,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,178.53,SE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,CSQ,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,178.58,SE,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,77,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,178.58,SE,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,103.5,,,,,,,,E-power.,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,178.58,SE,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,D116,,,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,178.9,E,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,2016-01-17,88.5,,,,,,,,e-power.,"Denver metro, central front range",,,,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,178.9,E,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,CCARC,2017-03-11,103.5,,,,,,,,8,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,178.9,E,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),CCARC,2016-01-17,100,,,,,,,,e-power,"Denver metro, central front range",,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,178.95,E,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2016-12-23,103.5,,,,,,,,8,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,178.95,E,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,2016-01-17,88.5,,,,,,,,e-power,,,,,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,178.95,E,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2016-12-23,103.5,,,,,,,,8,Wide area.,,,,,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,,179.29,WNW,,49,283,40.1619,-111.603,447.475,442.475,186.2,Utah,On-Air,,UVHFS,2015-06-04,,,,,,,,,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,,179.85,WNW,,49,136,40.053,-111.674,447.075,442.075,131.8,Utah,Off-Air,,UVHFS,2008-07-11,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,http://www.n7fq.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,,179.85,WNW,,49,258,40.053,-111.674,449.3,444.3,88.5,Sevier,Off-Air,W7DHH,UVHFS,2008-07-11,,,,,,,,,"Remote base, 10,020'.",Wide area.,,,,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,180.68,SE,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,,CCARC,2017-03-11,,Rocky Mountain Ham Radio,,,,,,,IPSC Link to the Colorado network on Talk Slot 2.,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,,Full-time to the Colorado TRBO System .,DM78ii,,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,yes,7,,,yes,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,180.68,SE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,,CCARC,2013-01-27,100,,,,,363976,7301,,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,28368,,Full-time to the The Fun Machine System .,DM78ik,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,,,,,,yes,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,180.68,SE,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,88.5,RGARC,,,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,180.68,SE,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,Colorado ARES Region 5 District 1,,,,,,,E-power (Bat),,,,,DM78ik,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,180.68,SE,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,RGARC,CCARC,2017-10-04,103.5,,,,,,,,"E-power (Bat), Remote Base",Wide area. Repeater Coverage Map,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,180.68,SE,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,RGARC,CCARC,2017-03-11,103.5,,,,,,3081,,E-power (Bat),,,,,,,Royal Gorge Amateur Radio Club,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,180.89,SE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,180.99,E,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,On-Air,,,2017-04-09,127.3,"Town of Gold Hill, Colorado",,,,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,181.09,E,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,On-Air,KI0HG,CCARC,2017-01-20,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,181.54,ESE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2014-04-28,88.5,,,,,,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,,181.59,WNW,,49,64,40.0439,-111.714,447.125,442.125,100,Utah,Off-Air,Utah Co ARES,UVHFS,2018-02-06,,UCARES,,,,,,,4,Wasatch Front from Payson to Tremonton.,,,,,,http://ucares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,181.69,ESE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,RMHAM,,,,,,,,,,,Full-time to the Colorado TRBO System .,,,http://www.rmham.org,,yes,6,310846,,,RMHAM c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,,181.77,WNW,,49,5505,40.0369,-111.721,447,442,100,Utah,On-Air,,UVHFS,2018-02-19,100,,,,,,,,WX.,Metro Utah County,,"ABC time AAAA voice test records your voice and then replays it. Start speaking when the repeater says ""ready"". Send CC followed by whatever tone you wish to test.",147.4,,Mountain View Stake net: Sun at 20:00.,http://nv7v.org,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,182.27,S,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,On-Air,San Juan Connection,ARCA,2018-10-17,,,,,,,,,"E-power, linked.",,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,182.27,S,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,On-Air,Totah ARC,ARCA,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,182.35,E,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,,CCARC,2018-12-23,,,,,,,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,,182.68,WNW,,49,141,40.0436,-111.736,448.025,443.025,100,Utah,On-Air,,UVHFS,2016-11-02,,,,,,,4482,,Remote base.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,,182.68,WNW,,49,89,40.2361,-111.629,449.825,444.825,167.9,Utah,Off-Air,,UVHFS,2015-03-25,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,182.68,ESE,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,,,,,,,E-power.,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,182.68,ESE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,RGARC,,,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,182.68,ESE,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,182.68,ESE,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,182.68,ESE,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,WB0WDF,CCARC,2012-06-18,,,,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,182.78,E,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,2019-06-19,141.3,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,182.88,E,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,On-Air,,,2019-10-05,67,,,,,,,,AllStar,"Denver, Golden",,Standard AllStar,,,,http://www.w0sky.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,182.94,E,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,N6LXX,CCARC,2019-03-25,,N6LXX,,,,,,,,"I-70,I-76,I-25,I-225",29883,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,182.94,E,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,CCARC,2017-03-09,107.2,N6LXX,,,,,,,,"I-70,I-76,I-25,I-225",29913,,Full-time to the N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,183.05,E,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,,,700,,,,,DM79JR,,Rocky Mountain Ham Radio,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,yes,7,310808,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,183.05,E,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,183.05,E,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2017-03-11,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,183.05,E,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,DM79JR,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,183.05,E,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,183.1,E,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,CCARC,2019-11-27,,,,,,,,,200,,,,Full-time to the Colorado TRBO System .,DM79JR,,,See website for more info on CC/TS/TG programming. www.rmham.org,yes,7,310802,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,183.49,SE,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,NMFCC,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,,183.9,WNW,ON - IDLE,49,128,40.2485,-111.647,145.33,144.73,100,Utah,On-Air,"KI7TD, BYU ARC",UVHFS,2018-12-01,,,,,,96806,,,"Closed autopatch, linked.",Utah County from Alpine to Payson.,,,,,BYU ARC: Thu at 21:00.,BYU Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,,183.9,WNW,ON - IDLE,49,129,40.24850082,-111.64700317,449.075,444.075,167.9,Utah,On-Air,"KI7TD, BYU ARC",UVHFS,2015-06-08,,,,,,96806,,,4,Utah County from Alpine to Payson.,,,,DN40EF,,BYU Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,183.98,E,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,,,BrandMeister Network,Wide area,,,,,,,,yes,1,310852,BrandMeister,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,183.98,E,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,,,,,,,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,yes,7,310813,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,183.98,E,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2018-04-24,141.3,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,183.98,E,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,107.2,CRA VHF Link System,,,,347086,3990,,"Closed autopatch, e-power.",Boulder/Denver Metro,,Member-only IRLP and Echolink node,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,183.98,E,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2016-09-08,107.2,,,,,,,,Closed autopatch.,Wide area: Boulder/Longmont area.,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,183.98,E,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,,,,,,217336,,,8,Denver metro area.,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",DN70HB,,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
