Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Mixed-Mode,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Eastern Colorado,TAC 311,Colorado,Colorado Chat,Central Regional,WIRES-X,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,Local/Cluster,REACT,CO-Park County
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,139.56,NNE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,DM78PU,On-Air,Greater Colorado Springs Area,AD0TP,,,CCARC,2020-02-10,http://www.v7arc.com/,103.5,,Village 7 Amateur Radio Club,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,139.63,NW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,Montrose,,On-Air,,,E-Power,,CCARC,2014-12-13,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,139.63,NW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,Montrose,,On-Air,,KC0UXX,E-power.,,CCARC,2012-09-06,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,,139.83,SSW,,35,15626,35.10900116,-106.54199982,146.74,146.14,146.2,Bernalillo,DM65RC,On-Air,,KD5MHQ,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,KA5BIW,Albuquerque,NM,OPEN,,,140.53,SSW,,35,17679,35.09590149,-106.52500153,224.38,222.78,100,Bernalillo,,,,KA5BIW,,,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,,140.91,SSW,Node Offline,35,15944,35.09460068,-106.5510025,147.465,147.465,88.5,Bernalillo,DM65RC,On-Air,,,,,,2017-07-21,http://www.w5mhg.com,,28239,,,465010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC,N5GU,"Albuquerque, Southeast",NM,OPEN,,D,141.27,S,,35,16118,35.07920074,-106.48899841,444.6,449.6,,Bernalillo,DM65SB,On-Air,Albuquerque area,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,NMFCC,2017-07-21,http://brandmeister.network/?page=repeater&amp;id=313509,,,,,,,,yes,1,c Record retrieved from radioid.net,,,,,,,,,,,,,3135092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,,141.36,S,,35,24,35.07910156,-106.49700165,147.38,147.98,,Bernalillo,DM65SB,On-Air,,ED&amp;DREW,,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,141.59,NNE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,,CCARC,2019-04-01,http://www.ka4eps.com,103.5,27976,Amateur Radio Motorcycle Club,Node # 27976,,,,,,,,,,,,,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,141.71,NNE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,,On-Air,,MARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,141.72,NNE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,,CCARC,2014-05-22,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,141.72,NNE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,,On-Air,Local,w0mog,,,,2017-04-07,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,141.74,NNE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,,,MARC,"Closed autopatch, e-power.",,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,141.74,NNE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,,,Mountain Amateur Radio Club (MARC),Linked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,141.74,NNE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,141.74,NNE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,,On-Air,,Mountain ARC (MARC),E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,,,MARC,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,,141.84,S,,35,173,35.05310059,-106.35099792,147.34,147.94,67,Bernalillo,DM65TB,On-Air,Wide area,,7,Full-time to the Mega-Link System .,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,,141.85,S,,35,15614,35.0530014,-106.35199738,145.15,144.55,100,Bernalillo,DM65TB,On-Air,,BERNCO OEM,,"Full-time to 145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",NMFCC,2018-06-16,http://bc-ares.org/wordpress/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,,142.13,SSW,,35,16270,35.08890152,-106.61799622,442.525,447.525,100,Bernalillo,DM65QC,On-Air,,KE5LOH,,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,,142.28,W,Node Offline,08,61,37.3489,-108.585,146.79,146.19,127.3,Montezuma,,On-Air,,KD5LWU,,,CCARC,2015-04-30,,127.3,29317,,,24336,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,,142.28,W,Node Offline,08,62,37.34889984,-108.58499908,449.175,444.175,127.3,Montezuma,,Off-Air,,KD5LWU,,,CCARC,2014-06-30,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,,142.4,SSW,,35,15611,35.06679916,-106.51599884,927.65,902.65,151.4,Bernalillo,DM65RB,Off-Air,,,,,NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,,142.56,SSW,,35,192,35.06719971,-106.53299713,927.7,902.7,210.7,Bernalillo,DM65RB,Off-Air,Wide area.,,"Closed autopatch, linked.",,,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,,142.65,SSW,,35,16271,35.06290054,-106.51499939,444.1,449.1,100,Bernalillo,DM65RB,On-Air,,,,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,,142.67,S,,35,60,35.04779816,-105.62999725,147.06,147.66,67,San Miguel,DM75EB,On-Air,,Upper Rio FM Society,7,"Full-time to 146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",NMFCC,2017-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,,142.86,SSW,,35,17186,35.08440018,-106.65000153,442.45,447.45,67,Bernalillo,,On-Air,,Upper Rio Grande FM Society,"FM, Autopatch",,,2018-07-16,http://www.urfmsi.org,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,,142.86,SSW,,35,16953,35.08440018,-106.65000153,443.5,438.5,123,Bernalillo,,,,,,,,2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,,142.86,SSW,,35,16939,35.08440018,-106.65000153,145.01,145.01,,Bernalillo,,,wide-area,Sandoval County Amateur Radio Emergency Service,Packet node W5SCA-11,,,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,,142.86,SSW,,35,17322,35.08440018,-106.65000153,145.29,144.69,100,Bernalillo,,On-Air,,,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,143.83,SSW,,35,38,35.05780029,-106.58699799,146.9,146.3,67,Bernalillo,DM65QB,On-Air,Wide area.,Upper Rio FM Society,5,"Full-time to 147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,143.83,SSW,,35,39,35.05780029,-106.58699799,449.55,444.55,71.9,Bernalillo,DM65QB,On-Air,,Upper Rio FM Soc,5,,NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,143.83,SSW,,35,40,35.05780029,-106.58699799,449.8,444.8,67,Bernalillo,DM65QB,On-Air,,Upper Rio FM Soc,5,,NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,S,143.83,SSW,,35,7531,35.05780029,-106.58699799,449.45,444.45,,Bernalillo,DM65QB,On-Air,,The Upper Rio FM Society,,,NMFCC,2017-07-20,http://www.urfmsi.org,,,,,,,,,,,,,yes,W5URR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,,144.75,SSW,,35,15759,35.06700134,-106.7009964,442.05,447.05,100,Bernalillo,,On-Air,,BERNCO OEM,,,NMFCC,2018-06-16,http://bc-ares.org/wordpress/,100,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,WA5IHL,Albuquerque,NM,OPEN,,D,146.27,SSW,2,35,15732,35.06000137,-106.76999664,442.25,447.25,,Bernalillo,,On-Air,Albuquerque,,,,NMFCC,2019-12-08,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,yes,1,AZ Trbo c Record retrieved from radioid.net,,,,,,,,,,,,,313506,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,,146.46,S,ON - IDLE,35,17,34.98500061,-106.34500122,146.72,146.12,100,Bernalillo,DM64TX,On-Air,Wide area. HT Accessible from Albuquerque,K5CQH,7,"Full-time to 147.30000 (W5TWY) at Ora Vista, NM .",NMFCC,2017-05-25,,127.3,,,,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,,146.46,S,,35,26,34.98500061,-106.34400177,224,222.4,100,Bernalillo,DM64TX,Off-Air,Wide area.,,,,NMFCC,2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,,146.61,S,Node Offline,35,6939,34.98099899,-106.3259964,146.92,146.32,67,Bernalillo,DM64UX,Off-Air,,Mel Watkins,,,,2018-06-16,,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,146.65,N,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,DM69wf,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,Emergency automatic generator.,,CCARC,2019-03-08,,103.5,45840,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,148.82,NNE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,2015-11-11,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,149.72,NNE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,DM79OA,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-09-24,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,149.85,NW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,Delta,,On-Air,Wide area.,North Fork Repeater Assoc.,,,CCARC,2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,150.03,NNE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,,On-Air,,W0VG,,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,http://www.rmham.org,,,RMHAM,,,,,yes,6,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,310846,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,150.16,N,,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,,On-Air,,,,,CCARC,2019-07-23,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,150.29,E,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,DM87FX,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,,2018-09-30,,123,,KC0ITF,Digital Wires-X,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,150.68,N,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,,On-Air,,K2AD,,,CCARC,2018-07-07,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,310852,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,RMHAM,,,,,,,,,,,,2,,2,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,150.81,NNW,,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,CCARC,2012-11-10,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,151.81,N,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,Lake,,On-Air,,Colorado Connection,E-power (solar).,Full-time to the Colorado Connection System .,CCARC,2019-08-16,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,151.85,NNE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,,On-Air,Local.,K0NR,30,,CCARC,2016-12-10,http://www.k0nr.com/wordpress/k0nr-repeater/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,153.27,NNE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,e-power,,,2019-01-08,http://www.k0jsc.com,,,K0JSC,,,,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,yes,Open ↑ / Open ↓,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,153.46,NNE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,DM79MD,On-Air,Wide area coverage at 8300,N0OBA Owner,,,,2018-10-25,,131.8,,,,10079,,,,,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,153.81,NNE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,CCARC,2017-04-21,The Fun Machine,100,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,153.85,NNE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,DM79LE,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CCARC,2017-11-13,Colorado Repeater Association,107.2,,CRA VHF Link System,,347086,3990,,,,,,,,,,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,153.85,NNE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",CCARC,2020-02-11,http://www.w0cra.org,107.2,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,,154.33,SW,,35,96,35.25299835,-107.59700012,444.95,449.95,100,Cibola,DM65EG,On-Air,Wide area.,Cibola County Amateur Radio Club,,"Full-time to 147.18000 (KE5FYL) at Grants, NM .",NMFCC,2018-11-29,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.35,5,CC,WR7HLN,"Grants, La Mosca Peak (Mount Taylor)",NM,OPEN,,D,154.34,SW,"Transmitting of the HIGHEST DMR Repeater in New Mexico on La Mosca Peak, 11,200 Feet above sea level 15 miles northeast of downtown Grants, New Mexico. 50 Watt Hytera Dual-Mix Repeater. DB Products 633 omni pattern antenna. Antenna height is 180 feet above ground level. Powered with a back up Generator. On the air June 26, 2019.",35,18016,35.25289917,-107.59700012,443.35,448.35,,Bernalillo,,On-Air,"Central New Mexico,",Mac Pass Repeater Group,BrandMeister on DMR Dual Mix Analog on PL Tone 131.8,,NMFCC,2019-12-08,http://www.dmr-montana.net,,,,,,,,yes,1,BrandMeister c Record retrieved from radioid.net,,Yes; analog capable.,,,,"Time Slot 1 3135 New Mexico Statewide, Time Slot 2 31301 MPRG1",,,,,,,310793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,,154.36,SW,,35,5349,35.25249863,-107.59700012,146.98,146.38,141.3,Cibola,,On-Air,,New Mexico Emergency Management Association Amateur Radio Club,,"Full-time to 444.97500 (K5EMO) at Grants, 515 West High Street, NM .",,2016-08-31,,141.3,,,Located inside the state of NM radio building.,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,155.04,NNW,,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,,On-Air,Wide area.,Ski Country ARC,Linked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,,155.24,SSW,,35,15696,34.90999985,-106.69999695,442.15,447.15,100,Bernalillo,,Off-Air,,AB1Q,Autopatch.,,NMFCC,2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,,155.37,S,Node Offline,35,11166,34.84149933,-106.1309967,447.275,442.275,71.9,Torrance,DM64WU,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,,,2015-07-26,,71.9,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,943044,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,155.42,NNE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,,On-Air,,KD0MDP,Linked.,Full-time to the The Fun Machine System .,,2015-06-02,,100,28299,The Fun Machine,,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,K5URR,"Grants, Mt Taylor",NM,OPEN,,,155.5,SW,,35,97,35.23860168,-107.60800171,146.94,146.34,100,Cibola,DM65EF,On-Air,Wide area.,Upper Rio FM Society,11,,,2018-12-13,http://www.urfmsi.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
