Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,149.23,ESE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,DM79KR,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,149.23,SE,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,,On-Air,,Colorado ARES,,CCARC,2013-07-05,,E-power (Bat),"Upper Arkansas and Platte Rivers, and the SLV",,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,149.45,SE,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,88.5,Jefferson,DM79JL,On-Air,Aurora Repeater Association,,,CCARC,2014-04-28,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,149.5,E,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,,Larimer,DN70KM,On-Air,K1TJ Repeater System,,,CCARC,2013-01-01,,,Northern Colorado Front Range,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,149.5,E,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,,Larimer,,On-Air,,,,CCARC,2016-02-01,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,149.5,E,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,Larimer,DN70KM,On-Air,N0AOL - NoCo C-Bridge Network,,,CCARC,2019-11-27,,DMR-MARC World Wide Network,Wide area: North Front Range.,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",yes,2,310803,NoCo c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,149.73,ESE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,DM79KQ,Off-Air,,N0ELY,,CCARC,2019-08-23,,E-power.,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,149.82,SE,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,DM68xk,On-Air,,,Full-time to the The Fun Machine System .,CCARC,2017-03-11,,2,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,363976,K0JSC.COM,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,149.84,SE,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,,On-Air,CMRG,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,149.9,ESE,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,,Boulder,,Off-Air,W0LMA,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,149.9,ESE,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,,Boulder,,Off-Air,Rocky Mountain Radio League,,,CCARC,2019-06-19,,6,Along the foothills and into Boulder where the 94 repeater is shadowed.,,Repeater,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,150.18,NE,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,,Albany,,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,2019-06-13,,,Wide area.,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,150.69,NE,,56,76,41.31480026,-105.58200073,146.61,146.01,,,Albany,DN71FH,On-Air,University ARC,,,WRCG,2017-01-04,,,Laramie Valley 30 mi radius.,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,151.84,ESE,,08,181,40.39780045,-105.0739975,449.575,444.575,100,,Larimer,,On-Air,Loveland Rptr Assoc,,,CCARC,2018-02-24,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,152.42,SE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,,On-Air,Denver Radio League,,,CCARC,2020-03-13,,E-power.,Wide Area,,DRL Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,152.42,SE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,,On-Air,Denver Radio League,,,CCARC,2020-03-13,,,,690473,DRL Repeaters,,,,,,,,3345,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,152.74,E,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,,Larimer,DN70LL,On-Air,W7RF,,,CCARC,2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,153,ESE,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,,On-Air,N1UPS,,,CCARC,2017-04-24,,,,43699,,,,,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,153.2,E,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,,On-Air,RMHAM,CSUARC,,,2020-02-10,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,153.2,E,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,,On-Air,RMHAM,CSUARC,,,2020-02-10,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,153.2,E,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,,Larimer,DN70KN,On-Air,W0QEY CSU,,,CCARC,2017-05-31,,D-Star Gateway,Fort Collins Local Area,,,Free Star,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,153.78,E,,08,124,40.58530045,-105.08399963,449.85,444.85,100,100,Larimer,,On-Air,CO State Univ ARC,,,CCARC,2012-11-16,,Closed autopatch.,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,153.78,E,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,100,Larimer,,On-Air,,,,CCARC,2019-09-01,,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,,153.89,W,,49,121,40.35490036,-110.7990036,147.34,147.94,136.5,,Uintah,DN40OI,On-Air,Borderline Amateur Radio Club,Roosevelt Junior High School Amateur Radio Club,"Full-time to 147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",UVHFS,2017-05-14,,,Wide area.,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,153.91,E,,08,125,40.57080078,-105.07700348,147.36,147.96,100,100,Larimer,,On-Air,CO State Univ ARC,,,CCARC,2017-03-11,,Closed autopatch.,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,154.36,S,,08,16605,37.81190109,-107.66500092,145.325,144.725,127.3,,San Juan,,On-Air,,,,CCARC,2018-01-15,,Solar powered,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,154.36,S,,08,16624,37.81190109,-107.66500092,444,449,67,,San Juan,,On-Air,,,,,2018-08-03,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,154.36,S,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,,San Juan,,On-Air,KB5ITS,,,CCARC,2014-06-30,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,154.62,SE,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,,CMRG,,,CCARC,2012-11-12,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,154.93,WSW,,49,4237,39.18500137,-110.60500336,448.075,443.075,,,Carbon,DM49QE,Off-Air,Sinbad Desert Amateur Radio Club,,,,2013-12-07,,,,,,,,,,,,,,,,yes,K7YI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,155.28,NE,,56,60,41.26660156,-105.43299866,447.225,442.225,,,Albany,DN71GG,On-Air,Laramie County EM,Wyoming DMR Project,,WRCG,2019-12-12,,,Wide area.,,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,Wyoming DMR Project,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,155.31,ESE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,,Adams,,On-Air,Northglenn RA,,,CCARC,2017-04-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,155.82,S,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,,San Juan,DM67ET,On-Air,,,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",CCARC,2018-01-15,,13,Wide area.,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,155.94,NE,,56,4,41.30979919,-105.45500183,53.03,52.03,,,Albany,DN71GH,Off-Air,K7UWR,,,,2017-01-04,,8,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,155.97,WSW,,49,274,39.1719017,-110.6190033,448.55,443.55,88.5,,Emery,DM49QE,On-Air,N7QLO,,,UVHFS,2014-11-05,,Remote base.,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,Stand alone.,,,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,155.97,WSW,,49,74,39.1719017,-110.6190033,447.125,442.125,100,,Emery,DM49QE,,San Rafael Cactus Assoc,Cactus-Intertie,,UVHFS,2008-07-10,Unknown,7,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,156.03,WSW,ON - IDLE,49,57,39.17150116,-110.62000275,147.14,147.74,88.5,,Emery,DM49QE,On-Air,Sinbad Desert ARC,,Full-time to the Sinbad Desert (SDARC) System .,UVHFS,2015-08-04,,"Closed autopatch, remote base.","Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",64264,http://sdarc.us/repeaters/cedar.html,7,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,156.33,ESE,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,DM79MS,On-Air,W0JRL,,,CCARC,2015-05-15,,,,201712,,,,,,,,,,29997,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,156.61,ESE,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,,On-Air,RADOPS El Jebel Shriners,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,156.61,ESE,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,,Off-Air,WB0TPT,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,156.61,ESE,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,156.61,ESE,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,,7708,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,156.62,W,,49,78,39.61190033,-110.81199646,145.43,144.83,88.5,,Carbon,DM49OO,,,,,UVHFS,2008-07-11,Unknown,5,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,156.62,W,,49,2764,39.61190033,-110.81199646,224.5,222.9,88.5,,Carbon,DM49OO,,College of Eastern Utah ARC,,,UVHFS,2008-11-25,Unknown,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,156.62,W,,49,2765,39.61190033,-110.81199646,448.3,443.3,88.5,,Carbon,DM49OO,,College of Eastern Utah ARC,,,UVHFS,,Unknown,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,,156.63,W,ON - IDLE,49,10058,39.61109924,-110.81199646,147.2,147.8,88.5,,Carbon,,On-Air,,,,UVHFS,2018-05-20,,,,64264,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,,156.63,W,ON - IDLE,49,10061,39.61109924,-110.81199646,448.3,443.3,,,Carbon,,,,,,UVHFS,2013-08-05,Unknown,,,64264,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,156.64,ESE,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,,On-Air,Intermountain Repeater Group,,,CCARC,2015-05-22,,E-power.,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,156.64,ESE,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,,On-Air,EARS,,,CCARC,2017-04-09,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,156.64,ESE,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,,On-Air,W0IG,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,156.64,ESE,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,,Off-Air,HPRA,,,CCARC,2017-03-11,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,156.75,,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,100,Larimer,DN70MK,On-Air,Northern Colorado ARC,,,CCARC,2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,158.18,SE,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,DM79KG,On-Air,,,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,,,,Rocky Mountain Ham Radio,See the website for programming info.,,yes,8,310817,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,158.18,SE,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,DM79KG,On-Air,EmComm Colorado,Colorado ARES,,CCARC,2015-06-17,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,158.62,SE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,,On-Air,W0VG,RMHAM,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,,,,http://www.rmham.org,,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,159.65,E,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,,Larimer,,On-Air,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,160.24,SSE,,08,63,37.8492012,-106.9260025,146.925,146.325,,,Mineral,,Off-Air,Creede ARC,,,CCARC,2012-11-12,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
