Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Features,Nets,Web links,EchoLink,IRLP,Grid,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Commands,Links,YSF Digital Enabled,DG-ID,Downlink Tone,Mixed-Mode,AllStar,P-25 Digital Enabled,NAC,Default Reflector,Local Network,WIRES-X,Feed,On-air,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,106.11,WSW,,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,107.48,SSW,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,KD0QPG,,,,Crestone Amateur Radio Emergency Services,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,107.48,SSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,RMHAM,,2019-11-27,,,,,,,,,,,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,109.36,SSE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,CCARC,2013-05-07,Wide area.,E-power.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,110,WSW,,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,CCARC,2012-11-10,Wide area.,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,110.44,E,,08,238,40.62559891,-103.20700073,145.295,144.695,100,Logan,On-Air,NECARA,CCARC,2020-01-17,Wide area,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,111.3,SSE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,E-power.,,Pueblo Amateur Radio Club,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,111.3,SSE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,E-power.,,Pueblo Amateur Radio Club,,,DM78ri,,Dual Mode Analog/DMR,,,,,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,112.25,WSW,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,136.5,Garfield,On-Air,,,2011-08-01,,,,,8150,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,112.42,SSW,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,112.42,SSW,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,Wide area.,,,CMRG Repeaters,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,113.01,SSW,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,On-Air,,CCARC,2018-01-15,Wide area.,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,113.01,SSW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,2013-07-05,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,113.2,SSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,On-Air,CMRG,CCARC,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,113.25,SSW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,On-Air,,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,363976,7301,DM68xk,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,113.36,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,,CCARC,2017-03-11,,,,http://www.k0jsc.com,363976,7301,,,Off air. Will return to service,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,28368,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,114.27,SSE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,115.72,NNE,,56,28,41.4178009,-104.09799957,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,,E-power.,,,,,,,,,,,,,,,,,,,,,,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,117.51,SSE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,E-power.,,http://www.puebloradio.org/,,,DM78qg,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,117.94,SSE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,K0ST,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,117.94,SSE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,2019-11-27,,,,,,7389,,,,,,,,,,,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,210.7,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,117.94,SSE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,N0PWZ,CCARC,2012-11-10,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,118.68,SW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,2019-09-04,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,119.31,SW,,08,15212,38.6125,-106.543,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,CCARC,2016-10-28,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,119.52,SSE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,,CCARC,2019-11-27,,,,Rocky Mountain Ham Radio,,,DM78QF,RMHAM,,,,,,,,,,yes,6,310821,RMHR c Record retrieved from radioid.net,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,119.53,SSE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,,CCARC,2017-01-06,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,,,DM78QF,The Fun Machine,"Moved to Pueblo. Now called ""Pueblo Metro""",,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,119.53,SSE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,TARA,CCARC,2012-06-13,Pueblo and Fremont Counties,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,120.14,S,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,E-power.,,http://www.puebloradio.org/,,,DM78pe,,,,,,,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,121.58,WSW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,,,266359,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,121.63,WSW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,Garfield,,SCARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,121.63,WSW,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),CCARC,2012-11-12,40,50,,,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,121.63,WSW,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,Garfield,On-Air,,CCARC,2018-01-15,Glenwood Springs,e-power Linked to GMRA Open System,Colorado State RACES Wed 1930 local,http://GMRA.org,,,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,Full-time to the GMRA Open System .,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,123.85,WSW,,08,35,39.4,-107.315,449.725,444.725,179.9,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,2012-11-10,Wide area.,EchoLink.,,,,3722,,,,,,,,,,,,,,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,123.85,WSW,,08,259,39.4,-107.315,147.39,147.99,107.2,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,2016-07-14,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,125.05,S,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,125.05,S,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,,E-power.,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,125.05,S,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,125.06,S,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,On-Air,,,2017-01-06,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,125.06,S,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,126.64,WSW,,08,129,39.4264,-107.38,146.85,146.25,88.5,Garfield,On-Air,Colorado Connection,CCARC,2016-05-23,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,126.64,WSW,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,126.64,WSW,,08,132,39.4264,-107.38,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,126.64,WSW,,08,255,39.4264,-107.38,449.6,444.6,107.2,Garfield,On-Air,,CCARC,2018-01-15,Wide area.,e-power Linked to GMRA open system,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,128.95,NNE,,31,58,41.49000168,-103.75499725,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,,2017-09-07,,,,,,,DN81CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,129.97,S,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,CCARC,2016-07-14,,11,,PHC repeaters,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,129.97,S,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area: Southeast Colorado.,11,,http://www.puebloradio.org/,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,134.25,SSE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,K0JSC,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,2,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC dot Com,363976,7301,DM78SA18,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,100,,28368,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,136.09,WNW,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,Moffat,On-Air,Northwest Colorado Amateur Radio Association,CCARC,2017-01-06,,,,,,,DN60FM,Colorado Connection,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,136.09,WNW,,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,,NW Colorado ARC,CCARC,2012-11-12,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,136.74,SW,,08,161,38.5458,-106.925,449.95,444.95,,Gunnison,,K5GF,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,136.74,SW,,08,160,38.5458,-106.925,147.12,147.72,,Gunnison,On-Air,W0VTL,CCARC,2014-09-01,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,138.83,SE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,CCARC,2018-04-01,,,,,830619,,DM89QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,140.27,NNW,,56,29,41.63330078,-106.52600098,147.24,147.84,100,Carbon,On-Air,CCARS,WRCG,2017-01-04,Wide area.,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,143.32,NNE,,31,110,41.70100021,-103.68099976,444.125,449.125,114.8,Scotts Bluff,On-Air,SBCEMA,,2018-12-02,Wide area,Linked to Albin (147.165) and Cheyenne (146.775),,,,,DN81DQ,,,,,,,,,,,,,,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,146.03,WSW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",CCARC,2015-06-03,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,243117,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,147.61,N,,56,15538,42.0544014,-104.95300293,224.68,223.08,,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,147.61,N,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,147.62,N,,56,47,42.0544014,-104.95200348,146.88,146.28,,Platte,On-Air,GPARA,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,148.5,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-12,,,,http://www.puebloradio.org/,,,DM77LS,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,yes,,,c Record retrieved from radioid.net,,,,,,88.5,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
