Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Features,Web links,Grid,EchoLink,AllStar,Commands,Mixed-Mode,Analog Bandwidth,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Feed,P-25 Digital Enabled,NAC,Default Reflector,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English FT,Colorado,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,71.17,WSW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,CCARC,2019-08-16,,,,,,E-power (solar).,,,,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,71.49,WSW,,08,16783,39.26530075,-106.18199921,445.05,440.05,,,Lake,On-Air,K2AD,CCARC,2019-11-27,,,,,,,http://www.rmham.org/,DM69VG,,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,310852,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,2,2,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,71.97,S,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,,,,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,PPFMA Repeaters,DM78NQ,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,72.22,E,,08,10783,40.25030136,-103.80000305,448.2,443.2,,,Morgan,On-Air,,CCARC,2019-11-27,,,,,,Mixed Mode,Rocky Mountain Ham Radio,,,,,,,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Full-time to the Colorado TRBO System .,,yes,7,310812,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,73.23,W,,08,256,39.60609818,-106.35600281,146.61,146.01,107.2,,Eagle,On-Air,ECHO,CCARC,2012-11-10,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,73.91,W,,08,242,39.64030075,-106.37400055,224.8,223.2,,,Eagle,On-Air,ECHO,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,73.91,W,,08,243,39.64030075,-106.37400055,449.9,444.9,107.2,107.2,Eagle,On-Air,ECHO,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,77.24,WSW,,08,10827,39.25080109,-106.29299927,147.24,147.84,156.7,156.7,Lake,On-Air,,CCARC,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,77.33,WNW,,08,166,40.05889893,-106.38800049,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,CCARC,2016-05-23,,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,,,,,,,,,,,Part of the Colorado Connection system of Repeaters,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,77.71,SW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,On-Air,,CCARC,2017-11-22,,,,,Western Park County,,,DM78AV,,,,,,,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,77.81,W,,08,16781,39.63479996,-106.4469986,445.075,440.075,,,Eagle,On-Air,K2AD,CCARC,2019-11-27,,,,,,,http://www.rmham.org/,DM69SP,,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,310851,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,78.21,W,,08,241,39.65539932,-106.45700073,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,CCARC,2017-01-06,,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,9,,,,,,,,,,,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,80.89,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,,Larimer,On-Air,W1VAN,,2019-11-27,,,,,Covers Red Feather Lakes Area,Brandmeister Network,http://www.w0dmr.org,,,,,,,,,W0DMR,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,85.16,SSW,,08,33,38.53860092,-105.34899902,449,444,67,67,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,,,,,,"E-power (Solar, Wind)",Mega Link,DM78HM,,,,,,,,,North of the Royal Gorge Bridge.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,85.58,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,2019-11-27,,,,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,,,,,,,,,RMHam,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,86.42,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,Lincoln,On-Air,BSARC,CCARC,2019-07-21,,,,,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",http://www.bigsandyradio.com/,DM89GG,,42740,,,,,,,,,,Big Sandy Net: Tues 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,89.67,N,,56,34,41.02740097,-104.78399658,449.3,444.3,,,Laramie,On-Air,WU7G,WRCG,2019-06-02,,,,,"Laramie county wy, Northern Weld and Larimer County, CO",,,DN71OA,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,90.22,S,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,90.24,S,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,Fremont,On-Air,,CCARC,2019-11-27,,,,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,DM78ii,,,,,,,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,Full-time to the Colorado TRBO System .,,yes,7,310815,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,yes,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,90.24,S,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,100,Fremont,On-Air,,CCARC,2013-01-27,,,,7301,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,K0JSC dot Com,DM78ik,363976,28368,,,,,,,,,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,90.24,S,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Http://www.qsl.net/rghc,DM78IK,,,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,90.24,S,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,,,,,E-power (Bat),Royal Gorge Amateur Radio Club,DM78ik,,,,,,,,Colorado ARES Region 5 District 1,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,90.24,S,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,CCARC,2017-10-04,,,,,Wide area. Repeater Coverage Map,"E-power (Bat), Remote Base",,DM78IK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,90.24,S,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,CCARC,2017-03-11,,,,3081,,E-power (Bat),Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,91.38,S,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,On-Air,K0JSC,CCARC,2017-03-11,,,,7301,Canon City area. Repeater Coverage Map,Autopatch.,http://www.k0jsc.com,,363976,28368,,,,,,,,,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,91.45,N,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,Laramie,On-Air,,WRCG,2020-03-22,,,,,,,https://www.rmham.org/wordpress/,DN71NB,,,,,,,,,,,Full-time to the Rocky Mountain Ham System .,,yes,7,315603,RMHR c Record retrieved from radioid.net,,,,,,,RMHAM,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,92.28,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,,Lincoln,On-Air,,CCARC,2012-07-20,,,,,,,,DM88DU,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,93.49,SE,,08,17059,39.05419922,-103.48000336,447,442,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),CCARC,2020-01-26,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,,,,,,,,yes,Open ↑ / Open ↓,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,95.94,SSE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,Pueblo,On-Air,Pueblo Ham Club,CCARC,2013-05-07,,,,,Wide area.,E-power.,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,96.04,SW,,08,184,38.71289825,-106.19999695,146.745,146.145,100,,Chaffee,On-Air,CLARA,CCARC,2019-07-21,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,96.1,N,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,,,,,,"E-power, WX.",,,,,,,,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,96.71,NW,,08,244,40.6493988,-106.38200378,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,CCARC,2017-01-06,,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,,,,,,,,,,,Part of the Colorado Connection system of repeaters.,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,97.2,N,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,,Laramie,Off-Air,N7GT,WRCG,2020-05-23,,,,,Local: Cheyenne.,,,,,,,,,,,,25,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,97.2,N,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,91.5,Laramie,On-Air,ShyWyArc,WRCG,2019-02-15,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,97.2,N,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,Laramie,On-Air,WY7EOC,WRCG,2020-02-27,,,,,,,,,,,,,,,,Laramie County Emergency Management/WY7EOC,See the website for TG/TS/CC programming info and link status/info,,,,yes,11,315601,WyDMR c Record retrieved from radioid.net,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,97.89,SSE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,,,,Wide area.,E-power.,Pueblo Amateur Radio Club,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,97.89,SSE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,,,,Wide area.,E-power.,Pueblo Amateur Radio Club,DM78ri,,,,Yes; analog capable.,,,,,Dual Mode Analog/DMR,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,98.11,N,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,Laramie,On-Air,,WRCG,2019-12-12,,,,,Local,,,DN71OD,,,,,,,,,Brandmiester DMR only no analog.,,,,yes,15,315615,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,98.41,N,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,Laramie,On-Air,KB7SWR,WRCG,2017-01-04,,,,,,,,DN71JD,,,,,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,98.47,E,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,Morgan,On-Air,W0FT,CCARC,2019-11-27,,,,,,,http://www.rmham.org/,,,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,98.48,E,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,123,Washington,On-Air,Colorado Connection,CCARC,2018-11-02,,,,,Northeastern plains of Colorado.,,,,,,,,,,,,Part of the Colorado Connection system of repeaters,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,NA0PW,"Pueblo West, Liberty Point",CO,OPEN,,,99.23,S,,08,18346,38.31610107,-104.7419967,447.45,442.45,123,123,Pueblo,On-Air,PWARC,,2020-06-06,,,,,,,http://www.pwarc.com/,DM78PH,,,,,,,,,,,,Tuesday 7: pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,99.25,SSW,,08,9844,38.53469849,-105.99900055,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,KD0QPG,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,99.25,SSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,On-Air,RMHAM,,2019-11-27,,,,,,,,,,,,,,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,100.18,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,On-Air,,CCARC,2017-03-11,,,,7301,,,http://www.k0jsc.com,,363976,28368,,,,,,,Off air. Will return to service,,Full-time to the The Fun Machine System .,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,100.94,SSE,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,103.99,SSW,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,,,,,,,,,,,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,103.99,SSW,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,,,,,Wide area.,,CMRG Repeaters,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,104.25,S,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,,,,,E-power.,http://www.puebloradio.org/,DM78qg,,,,Yes; analog capable.,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,104.59,SSW,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,On-Air,,CCARC,2018-01-15,,,,,Wide area.,E-power.,CMRG Repeaters,DM68XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,104.59,SSW,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,On-Air,,CCARC,2013-07-05,,,,,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,,,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,WB0SLW,Pueblo,CO,OPEN,,,104.61,SSE,,08,18707,38.2544472,-104.6091409,145.28,144.68,100,100,Pueblo,On-Air,Steve Worley,,2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,104.62,SSE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,K0ST,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
