Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,On-air,Coverage,Grid,Links,Nets,Downlink Tone,Affiliate,Notes,Web links,Feed,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,TAC 310,TAC 311,Colorado,Colorado Chat,IRLP,EchoLink,Rocky Mountain Wide,Southern Colorado,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,Eastern Colorado,Bandwidth,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Central Regional,Devilshead Local,Mixed-Mode,Location Photo,Commands,WIRES-X,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,REACT,CO-Park County,Wyoming,WyLOCAL
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,117.47,N,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,CCARC,2013-01-01,,,Northern Colorado Front Range,DN70KM,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,117.47,N,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,Larimer,On-Air,,CCARC,2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,117.47,N,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,CCARC,2019-11-27,DMR-MARC World Wide Network,,Wide area: North Front Range.,DN70KM,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,Repeater ID: 310803,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,yes,2,310803,NoCo c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,118.39,N,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,CCARC,2019-11-27,,,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,,,,Documentation,,,,,yes,2,310822,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,118.97,NW,,08,166,40.05889893,-106.38800049,147.075,147.675,88.5,Grand,On-Air,Colorado Connection,CCARC,2016-05-23,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,123,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,119.33,N,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,Off-Air,Rocky Mountain Ham Radio,CCARC,2019-12-09,,,,,Full-time to the Colorado TRBO System .,,,,See website for complete info on color codes/time slot assignment.,http://www.rmham.org,,,,,yes,7,310814,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,119.33,N,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,,,Northern Colorado Front Range Wide Area coverage.,,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",http://www.w0dmr.org/,,,,,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,,,,,,,,,,,,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,BrandMeister US,,,,,,,,1,,2,2,1,,1,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,119.54,N,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2016-10-25,7,,Wide area.,DN70JM,,,100,,,,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,119.54,N,,08,275,40.53969955,-105.19599915,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,CCARC,2018-03-21,E-power.,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,119.54,N,,08,126,40.53969955,-105.19599915,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2020-01-23,"Closed autopatch, e-power.",,Wide area.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,120.78,N,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,CCARC,2017-03-11,Closed autopatch.,,Map,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,120.8,N,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,Weld,On-Air,N6RFI,CCARC,2017-03-11,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,121.35,N,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,RMHAM,,2020-02-10,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,CSUARC,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,121.35,N,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,RMHAM,,2020-02-10,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,CSUARC,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,121.36,N,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,CCARC,2017-05-31,D-Star Gateway,,Fort Collins Local Area,DN70KN,,,,,Free Star,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,121.73,N,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,,,"Fort Collins east side, into Red Feather Lakes area.",DN70MO,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",W0DMR,,,,,yes,2,310806,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,,,,,,,,,,,,,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,BrandMeister US,,,,,,,,1,,2,2,1,,1,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,121.82,N,,08,124,40.58530045,-105.08399963,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,CCARC,2012-11-16,Closed autopatch.,,Map,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,121.82,N,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,Larimer,On-Air,,CCARC,2019-09-01,,,Northern Front Range,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,122.4,ESE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),CCARC,2019-04-24,"APRS Digireater &amp; iGate, Weather Station",,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",DM88RT,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,123.22,E,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,CCARC,2018-04-01,,,,DM89QH,,,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,125.47,NE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,Morgan,On-Air,W0FT,CCARC,2019-11-27,,,,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,125.48,NE,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,CCARC,2018-11-02,,,Northeastern plains of Colorado.,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,123,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,125.68,NNW,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,2014-09-02,,,Wide Area Coverage,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,126.1,NNW,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,On-Air,RM Ham,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,126.11,NNW,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,On-Air,RMHAM,,2019-12-28,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,yes,7,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,126.11,NNW,,08,246,40.61700058,-105.32700348,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2017-03-11,E-power.,,Wide area: Northern front range.,DN70IO,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,126.11,NNW,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,Larimer,Off-Air,Northern Colorado ARC,,2019-08-23,"E-power, 25 watts.",,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,128.36,S,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,CCARC,2017-10-24,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,128.63,S,,35,6805,36.99250031,-104.47399902,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,NMFCC,2017-07-22,,,,DM76SX,,,,,,http://www.cmrg.org/,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,128.64,WNW,Node Offline,08,6009,39.42470169,-107.09700012,447.15,442.15,136.5,Garfield,On-Air,,,2011-08-01,,,,DM69KK,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,129.6,N,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,Larimer,On-Air,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,129.78,SE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,Prowers,On-Air,Lamar ARC,CCARC,2019-12-29,Linked full time to 146.610 (N0LAR) repeater,,45,DM-88,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",NWS net: Daily 12:15pm,123,,,http://www.qrz.com/db/n0lar,,,,,,,,,,,,,,,3774,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,132.22,SE,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,2019-12-29,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,DM-88,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",NWS Net 12:15pm daily,123,,,http://www.qrz.com/db/n0lar,,,,,,,,,,,,,,,3774,37784,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,132.82,WSW,,08,63,37.8492012,-106.9260025,146.925,146.325,,Mineral,Off-Air,Creede ARC,CCARC,2012-11-12,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,133.07,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,On-Air,,,2019-12-21,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,,,,,162.2,,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,135.02,S,,35,136,36.90330124,-104.43900299,147.28,147.88,100,Colfax,On-Air,,NMFCC,2018-01-07,8,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,139.3,WNW,,08,35,39.40000153,-107.31500244,449.725,444.725,179.9,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,2012-11-10,EchoLink.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,3722,,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,139.3,WNW,,08,259,39.40000153,-107.31500244,147.39,147.99,107.2,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,2016-07-14,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,140.85,WSW,,08,14923,37.79330063,-107.05500031,449.525,444.525,100,Mineral,On-Air,N0PKT,,2017-01-06,,,,DM67lt,Full-time to the The Fun Machine System .,,100,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,142.77,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,On-Air,W1VAN,,2019-11-27,Brandmeister Network,,Covers Red Feather Lakes Area,,,,,W0DMR,,http://www.w0dmr.org,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,142.89,WNW,Node Offline,08,131,39.55059814,-107.3239975,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,8,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,142.94,WNW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,Garfield,,SCARC,CCARC,2012-11-12,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,142.94,WNW,,08,8192,39.55049896,-107.32499695,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),CCARC,2012-11-12,50,Unknown,40,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,142.94,WNW,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,Garfield,On-Air,,CCARC,2018-01-15,e-power Linked to GMRA Open System,,Glenwood Springs,,Full-time to the GMRA Open System .,Colorado State RACES Wed 1930 local,131.8,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,http://GMRA.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,143.14,WNW,,08,129,39.42639923,-107.37999725,146.85,146.25,88.5,Garfield,On-Air,Colorado Connection,CCARC,2016-05-23,70,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",DM69HK,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,123,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,143.14,WNW,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,143.14,WNW,,08,132,39.42639923,-107.37999725,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,143.14,WNW,,08,255,39.42639923,-107.37999725,449.6,444.6,107.2,Garfield,On-Air,,CCARC,2018-01-15,e-power Linked to GMRA open system,,Wide area.,,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,145.77,S,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,Taos,On-Air,Taos ARC,NMFCC,2017-08-27,,,,DM76IS,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,145.97,WSW,,08,16607,38.02999878,-107.31500244,147.135,146.535,123,Hinsdale,On-Air,,CCARC,2018-01-15,E-power (solar),,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,147.01,SE,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,Las Animas,Off-Air,,CCARC,2015-12-12,,,Wide area: West BACA and East Las Animas counties.,,,,100,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,149.13,W,,08,8179,38.86830139,-107.59200287,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,CCARC,2016-05-16,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
