Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,DMR Enabled,Color Code,IPSC Network,Wide Network,Affiliate,Nets,Web links,D-STAR Enabled,Node,Sources,Grid,Notes,EchoLink,DMR ID,Talkgroups,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Rocky Mountain Wide,Northern Colorado Regional,Links,Talkgroup Network,Worldwide English,DCI Bridge,Colorado,Commands,Mountain Reg USA,YSF Digital Enabled,DG-ID,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,IRLP,Bandwidth,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,AllStar,Wyoming,WyLOCAL,On-air,Feed,WIRES-X,Southern Colorado,Central Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,155.8,SSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,155.84,SSW,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,CCARC,2017-03-11,,,,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,,,,DM68xk,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,7301,,,,,,,,28368,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,156.12,S,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,,,,,Pueblo Amateur Radio Club,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,156.12,S,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,yes,0,c Record retrieved from radioid.net,,,,Pueblo Amateur Radio Club,,,,DM78ri,Dual Mode Analog/DMR,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,156.16,NE,,31,10034,42.11700058,-102.87000275,146.715,146.115,103.5,103.5,Box Butte,On-Air,,TriCity,,,2018-01-14,,,,,,,,,,,DN82NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,156.89,SSW,,08,15212,38.61249924,-106.54299927,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,158.33,N,,56,16404,42.84999847,-104.61699677,147.33,147.93,103.5,,Niobrara,On-Air,,,,,2019-07-16,,,,,,,,,,,DN72,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,158.4,SE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,,Kit Carson,On-Air,,Big Sandy ARC,,CCARC,2018-04-01,,,,,,,,,,,DM89QH,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,158.58,SSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,158.8,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,On-Air,,,,CCARC,2017-03-11,,,,,,,http://www.k0jsc.com,,,,,Off air. Will return to service,363976,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,7301,,,,,,,,28368,,,,Listen Live,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,159.37,S,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,On-Air,,Carl Higbee,,CCARC,2014-02-26,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,,161.5,NNW,,56,12433,42.73600006,-106.30899811,145.46,144.86,110.9,110.9,Natrona,On-Air,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",W7QQA,,WRCG,2017-01-04,,,,,"Buffalo Radio Club, Casper Radio Club","Buffalo roll call, Tuesday night",http://wyoham.com,,,,DN62UR,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,161.6,WSW,Node Offline,08,200,39.47449875,-107.77200317,146.76,146.16,107.2,,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE, Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,2015-06-03,,,,,,,,,,,DM69cl,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,100,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,161.92,NNW,,56,5,42.74290085,-106.30799866,145.235,144.635,100,100,Natrona,On-Air,Wide Area,Casper ARC,"E-power, 15 watts, autopatch.",,2019-10-23,,,,,,,http://casperarc.net/wiki/index.php/145.235,,,,DN62UR,Autopatch,,,,,,,,,,,,,,,,,*[number] to dial # to hang up. 7 digit numbers only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,,162.65,NNW,,56,7,42.75249863,-106.31400299,146.64,146.04,173.8,,Natrona,Off-Air,Regional.,CDK Net,E-power.,WRCG,2017-01-04,,,,,,,,,,,DN62US,,,,,,,,,,,,,"Full-time to 449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,Y,162.65,NNW,,56,75,42.75249863,-106.31400299,449.9,444.9,,,Natrona,On-Air,Metro area.,Casper Amateur Radio Club,,WRCG,2017-05-27,,,,,,,,,,,DN62US,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,11941,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,162.65,NNW,,56,6,42.75249863,-106.31400299,146.94,146.34,123,123,Natrona,On-Air,Wide area.,Casper ARC,E-power.,WRCG,2015-07-14,,,,,,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,,,,DN62US,,,,,,,,,,,,,"Full-time to 147.39000 (KD7BN) at Rawlins, WY . Full-time to the Wyocom System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,162.78,S,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,On-Air,,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,,,,,,,http://www.puebloradio.org/,,,,DM78qg,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,163.04,S,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,,K0ST,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,163.04,S,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,CCARC,2019-11-27,yes,1,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,310805,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,7389,,,,,,,,29228,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,163.04,S,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,,164.56,NNW,,56,67,42.7779007,-106.32900238,449.5,444.5,100,,Natrona,On-Air,"Wide area, linked to 147.390 Rawlins",Versatel,Solar Powered,,2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,164.64,S,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,Pueblo,Off-Air,,,,CCARC,2019-11-27,yes,6,RMHR c Record retrieved from radioid.net,,RMHAM,,Rocky Mountain Ham Radio,,,,DM78QF,,,310821,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,164.65,S,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,2012-06-13,,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,164.66,S,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,On-Air,,,,CCARC,2017-01-06,,,,,The Fun Machine,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,,,,DM78QF,"Moved to Pueblo. Now called ""Pueblo Metro""",,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,,165.05,N,,56,50,42.95999908,-105.43000031,147.15,147.75,,,Converse,On-Air,,,,,2017-03-05,,,,,,,,,,,DN72GX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,165.56,S,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,CCARC,2019-12-10,yes,0,c Record retrieved from radioid.net,,,,http://www.puebloradio.org/,,,,DM78pe,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,,168.62,NNW,,56,73,42.84820175,-106.30799866,449.575,444.575,173.8,173.8,Natrona,On-Air,Wide area: Casper Metro and large parts of Natrona county.,CDK Net,E-power.,WRCG,2017-01-04,,,,,,,Casper ARC,,,,DN62UU,,,,,,,,,,,,,,,,,,,,,,,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,Y,168.64,NNW,,56,3542,42.84859848,-106.30799866,147.28,147.88,D032,,Natrona,On-Air,Local Casper coverage.,Casper Amateur Radio Club,E-power.,WRCG,2015-04-23,,,,,,,http://casperarc.net/wiki/index.php/Main_Page,,,,DN62UU,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,,169.88,NNW,,56,63,42.86669922,-106.31199646,449.1,444.1,,,Natrona,,Wide area: 50 mi radius.,NG7T,E-power.,,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,,169.89,NNW,,56,15537,42.86660004,-106.31300354,147.345,147.945,,,Natrona,,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,,169.89,NNW,,56,15529,42.86660004,-106.31300354,146.91,146.31,,,Natrona,,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,,169.89,NNW,,56,8686,42.86660004,-106.31300354,52.98,51.98,141.3,,Natrona,Off-Air,,CARC,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,D,169.89,NNW,,56,15489,42.86660004,-106.31300354,449.9875,444.9875,,,Natrona,On-Air,Wide Area. 40 mi radius.,Laramie County EM,,WRCG,2019-12-12,yes,11,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,,,,,,,,315606,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,1,2,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,170.55,S,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,E-power,CCARC,2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,170.55,S,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,E-power.,CCARC,2017-03-11,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,170.55,S,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,,Custer,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,2012-06-14,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,170.56,S,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,100,Custer,On-Air,,,,,2017-01-06,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,170.56,S,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,,Pueblo,Off-Air,Wide area.,Pueblo HC,,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,171.68,SW,,08,161,38.54579926,-106.92500305,449.95,444.95,,,Gunnison,,,K5GF,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,171.68,SW,,08,160,38.54579926,-106.92500305,147.12,147.72,,,Gunnison,On-Air,,W0VTL,E-power.,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,175.49,WSW,,08,253,39.45190048,-108.05200195,449.8,444.8,107.2,,Garfield,On-Air,,,8,CCARC,2018-01-15,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,175.88,S,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,11,CCARC,2016-07-14,,,,,,,PHC repeaters,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,175.88,S,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,11,CCARC,2019-12-10,,,,,,,http://www.puebloradio.org/,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,178.42,SW,,08,8179,38.86830139,-107.59200287,147.33,147.93,107.2,,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,CCARC,2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,178.54,WSW,,08,36,39.24060059,-107.96099854,449.5,444.5,107.2,,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,179.13,S,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,100,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,CCARC,2017-03-11,,,,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC dot Com,,,,DM78SA18,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,,,,,,,,,,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,,,,,,7301,,,,,,,,28368,,,,Listen Live,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,179.75,E,ON - In Conference IRLP 0082,31,11025,41.12820053,-101.72000122,146.76,146.16,123,,Keith,On-Air,,Charlie Allen,,,2015-07-09,,,,,,Sun at 19:30. Wed at 20:00.,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,751985,,,,,,,,,,,,,,,,,,,,,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,,179.75,NE,,31,12643,42.72890091,-103.11100006,147.36,147.96,123,123,Dawes,Off-Air,"Repeater down due to tower collapse Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,WB0CMC,2020-02-22,,,,,Pine Ridge Amateur Radio Club,,,,,,,Repeater down due to tower collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,182.94,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,,Cheyenne,On-Air,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",CCARC,2019-04-24,,,,,,,,,,,DM88RT,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,35710,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,184.15,SW,,08,149,39.06669998,-107.93599701,145.355,144.755,88.5,123,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,E-power.,CCARC,2017-01-06,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,Colorado Connection system of repeaters,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,184.19,SW,,08,8763,39.0666008,-107.93699646,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,CCARC,2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,11,,,,,,,,8162,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,,188.67,NE,,31,17082,42.82939911,-103,446.3,446.3,CSQ,,Dawes,On-Air,,,,,2018-07-06,,,,,,,,,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,188.69,SW,,08,3755,38.99440002,-107.97299957,447.35,442.35,107.2,,Delta,,,Grand Mesa Repeater Assoc (GMRA),,CCARC,2012-11-10,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,,188.8,NE,,31,11357,42.82649994,-102.98999786,145.62,145.62,100,100,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,Voice ID,,2020-01-19,,,,,,,,,,,DN82MT,IRLP status down,,,,,,,,,,,,,,,,,,,,,,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,190.6,SW,,08,3745,38.90159988,-107.9260025,147.195,147.795,107.2,,Delta,,Local.,,,,2018-04-04,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,190.6,SW,,08,3749,38.90159988,-107.9260025,147.36,147.96,100,,Delta,On-Air,,W0ALC,,CCARC,2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,190.6,SW,,08,3760,38.90159988,-107.9260025,449.825,444.825,100,,Delta,,,W0ALC,,CCARC,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,194.42,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,,Pueblo Amateur Radio Club,,CCARC,2019-12-12,yes,,c Record retrieved from radioid.net,,,,http://www.puebloradio.org/,,,,DM77LS,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,196.19,WSW,"DMR repeater at 10,023' AMSL. Users are welcome to link to any Brandmeister talk group. Use TS1 to link to 310, 3100 or other high traffic talk groups. TS2 is used for linking to low traffic talk groups and for local calls. Unlink with a private call to 4000. Links will time out after 15 minutes of no local RF activity. Please experiment and have fun! 73 w0bx.",08,16721,39.08890152,-108.22699738,446.9125,441.9125,,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,2019-11-27,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,,,,,Brandmeister network,,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
