Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Op Status,Features,Notes,Coordination,Downlink Tone,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,EchoLink,AllStar,Commands,P-25 Digital Enabled,NAC,Default Reflector,Links,WIRES-X,Local Network,Grid,Feed,Talkgroups,Southern Colorado,Devilshead Local,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,70.8,NNW,,08,5853,40.6111,-105.324,447.7,442.7,,,,,,,Larimer,,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,http://ncarc.net/,2014-09-02,100,On-Air,,,,100,,,,,,,,,,,"Linkable to  
146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 
Linkable to  
146.85000 (W0UPS) at Greeley, UNC, CO .
 
Full-time to  
224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,71.3,W,,08,256,39.6061,-106.356,146.61,146.01,,,,,,,Eagle,,,ECHO,,,,2012-11-10,107.2,On-Air,11,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,71.3,NNW,,08,246,40.617,-105.327,146.625,146.025,,,,,,,Larimer,,Wide area: Northern front range.,Northern Colorado ARC,,,,2017-03-11,100,On-Air,E-power.,,CCARC,100,,,,,,,,,,,"Linkable to  
146.85000 (W0UPS) at Greeley, UNC, CO .
 
Linkable to  
224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,71.3,NNW,,08,3660,40.617,-105.327,224.84,223.24,,,,,,,Larimer,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,,,,2013-11-12,100,On-Air,"E-power, 25 watts.",,,100,,,,,,,,,,,"Full-time to  
447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,72.2,W,,08,242,39.6403,-106.374,224.8,223.2,,,,,,,Eagle,,,ECHO,,,,2018-06-02,,Off-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,72.2,W,,08,243,39.6403,-106.374,449.9,444.9,,,,,,,Eagle,,,ECHO,,,,,107.2,Off-Air,,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,72.6,WSW,,08,10827,39.2508,-106.293,147.24,147.84,,,,,,,Lake,,,,,,,2016-06-30,156.7,Off-Air,,,CCARC,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,75.4,N,,08,8251,40.7039,-105.009,448.325,443.325,,,,,,,Larimer,,,,,,,2012-11-16,110.9,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,D,76.1,W,,08,16781,39.6348,-106.447,445.075,440.075,,,,yes,7,,Eagle,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-02-01,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,76.4,SSW,,08,33,38.5386,-105.349,449,444,,,,,,,Fremont,,,WB0WDF,,,Mega Link,2012-06-14,67,On-Air,"E-power (Solar, Wind)",North of the Royal Gorge Bridge.,CCARC,67,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,76.7,W,,08,241,39.6554,-106.457,147.345,147.945,,,,,,,Eagle,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,2017-01-06,88.5,On-Air,9,,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,78.1,NE,,08,10783,40.2503,-103.8,448.2,443.2,,,,yes,7,,Morgan,,,,NEAHR,,Rocky Mountain Ham Radio,2017-03-11,,On-Air,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,79,WNW,,08,166,40.0589,-106.388,147.075,147.675,,,,,,,Grand,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,2016-05-23,88.5,On-Air,,Part of the Colorado Connection system of Repeaters,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,,81,S,,08,13949,38.4488,-105.195,449.975,444.975,,,,,,,Fremont,,,K0JSC,The Fun Machine,,http://www.k0jsc.com,2017-01-06,100,On-Air,Simulcast TX / Voted RX with Cedarwood and Salida,,CCARC,100,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,81.4,S,,08,7184,38.4542,-105.29,446.7375,441.7375,,,,yes,7,,Fremont,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
 Repeater Coverage Map",,Rocky Mountain Ham Radio,,http://www.k0jsc.com,2017-03-11,,On-Air,IPSC Link to the Colorado network on Talk Slot 2.,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,DM78ii,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,81.4,S,ON        - IDLE,08,8879,38.4542,-105.29,447.25,442.25,,,,,,,Fremont,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
 Repeater Coverage Map",,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,2013-01-27,100,On-Air,,,CCARC,100,,,,7301,363976,28368,,,,,Full-time to the  The Fun Machine System .,,,DM78ik,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,81.4,S,,08,278,38.4539,-105.286,927.7,902.7,,,,,,,Fremont,,,Royal Gorge ARC,,,,2017-03-11,D114,On-Air,,,CCARC,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,81.4,S,,08,29,38.4542,-105.29,53.03,51.33,,,,,,,Fremont,,,WB0WDF,RGARC,,Http://www.qsl.net/rghc,2012-07-10,88.5,On-Air,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Split site Fremont peak transmitter and 8 mile mountain reciever.,CCARC,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,81.4,S,,08,30,38.4542,-105.29,145.49,144.89,,,,,,,Fremont,,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,2017-03-11,103.5,On-Air,E-power (Bat),,CCARC,103.5,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,81.4,S,,08,31,38.4542,-105.29,223.96,222.36,,,,,,,Fremont,,"Wide area. 
 Repeater Coverage Map",RGARC,,,,2017-10-04,103.5,On-Air,"E-power (Bat), Remote Base",,CCARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,81.4,S,,08,32,38.4542,-105.29,447.75,442.75,,,,,,,Fremont,,,RGARC,,,Royal Gorge Amateur Radio Club,2017-03-11,103.5,On-Air,E-power (Bat),,CCARC,103.5,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,82.6,S,Node Offline,08,7185,38.4301,-105.232,447.975,442.975,,,,,,,Fremont,,"Canon City area. 
 Repeater Coverage Map",K0JSC,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,2017-03-11,100,On-Air,Autopatch.,,CCARC,100,,,,7301,363976,28368,,,,,Full-time to the  The Fun Machine System .,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,D,84.2,SE,,08,13581,39.2783,-103.5,446.7375,441.7375,,,,yes,8,,Lincoln,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,RMHam,,,2016-01-31,,On-Air,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,Y,85,SE,Node Offline,08,128,39.2688,-103.488,147.06,147.66,,,,,,,Lincoln,,"I-70, US-71, US-287, US-40, US-24",BSARC,,Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,2019-04-23,,Off-Air,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,CCARC,,yes,Open ↑ / Open ↓,,3794,791116,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,87.9,SE,,08,7395,38.852,-103.7,449.9,444.9,,,,,,,Lincoln,,,,BSAR,,,2012-07-20,107.2,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,87.9,SSE,,08,193,38.3925,-104.555,146.79,146.19,,,,,,,Pueblo,,Wide area.,Pueblo HC,,,Pueblo Ham Club,2018-11-16,88.5,On-Air,E-power.,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,87.9,SSE,,08,195,38.3925,-104.555,224.26,222.66,,,,,,,Pueblo,,Wide area.,Pueblo Ham Club,,,PHC repeaters,2013-05-07,88.5,Off-Air,E-power.,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,87.9,SSE,,08,198,38.3925,-104.555,447.95,442.95,,,,,,,Pueblo,,Wide area.,Pueblo Ham Club,,,Pueblo Ham Club,2015-08-06,88.5,On-Air,E-power.,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC2,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,88.4,NNW,,08,17821,40.8076,-105.617,447.6,442.6,,,,yes,2,,Larimer,,Covers Red Feather Lakes Area,W1VAN,W0DMR,,http://www.w0dmr.org,2019-05-11,,On-Air,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,88.8,SW,,08,184,38.7129,-106.2,146.745,146.145,,,,,,,Chaffee,,,CLARA,,,,2018-03-12,100,Off-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,90.8,SE,,08,17059,39.0542,-103.48,447,442,,,,,,,Lincoln,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,,2019-04-24,,On-Air,APRS repeater &amp; I-Gate / Weather station,,CCARC,,yes,Open ↑ / Open ↓,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,91.3,SW,,08,9844,38.5347,-105.999,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Chaffee,,,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,,KD0QPG,2013-07-06,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,91.3,SW,,08,12697,38.5347,-105.999,446.8125,441.8125,,,,yes,0,,Chaffee,,,RMHAM,,,,2015-01-13,,On-Air,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,91.8,S,Node Offline,08,7994,38.303,-104.734,448.975,443.975,,,,,,,Pueblo,,,,,,http://www.k0jsc.com,2017-03-11,100,On-Air,,Off air. Will return to service,CCARC,100,,,,7301,363976,28368,,,,,Full-time to the  The Fun Machine System .,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,92.7,SSE,,08,8173,38.3069,-104.62,147,147.6,,,,,,,Pueblo,,,Carl Higbee,,,,2014-02-26,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,95.9,SW,,08,204,38.4596,-106.011,147.285,147.885,,,,,,,Chaffee,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,2016-05-23,88.5,On-Air,11,,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,95.9,SW,,08,203,38.4596,-106.011,145.295,144.695,,,,,,,Chaffee,,Wide area.,Cheyenne Mtn Repeater Group,,,CMRG Repeaters,2015-01-30,107.2,On-Air,,,CCARC,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,96.4,SSE,,08,192,38.2544,-104.609,146.655,146.055,,,,,,,Pueblo,,,K0ST,,,,2013-05-07,123,On-Air,,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,96.4,SSE,,08,8530,38.2544,-104.609,447.7,442.7,,,,yes,0,,Pueblo,,,,,,,2017-01-02,210.7,Off-Air,,,CCARC,210.7,,,Yes; analog capable.,7389,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,96.4,SSE,,08,189,38.2544,-104.609,449.725,444.725,,,,,,,El Paso,,,N0PWZ,,,,2012-11-10,100,On-Air,,,CCARC,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,96.4,SSE,,08,191,38.2544,-104.609,145.115,144.515,,,,,,,Pueblo,,,Pueblo Ham Club,,,,2012-11-12,88.5,Off-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,96.4,SSE,,08,194,38.2544,-104.609,146.88,146.28,,,,,,,Pueblo,,Wide area.,Pueblo HC,,,,2017-10-24,88.5,On-Air,E-power.,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,96.5,SW,,08,205,38.4528,-106.018,449.65,444.65,,,,,,,Chaffee,,Wide area.,,,,CMRG Repeaters,2018-01-15,107.2,On-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,96.5,SW,,08,3811,38.4528,-106.018,449.925,444.925,,,,,,,Chaffee,,"Upper Arkansas and Platte Rivers, and the SLV",,Colorado ARES,,,2013-07-05,103.5,On-Air,E-power (Bat),Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,CCARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,96.7,SW,ON        - IDLE,08,13510,38.4463,-106.011,449.975,444.975,,,,,,,Chaffee,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,2017-03-11,100,On-Air,2,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,100,,,,7301,363976,28368,,,,,Full-time to the  The Fun Machine System .,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,D,98,SSE,,08,10785,38.2307,-104.611,446.9875,441.9875,,,,yes,6,,Pueblo,,,,RMHAM,,Rocky Mountain Ham Radio,2017-01-02,,Off-Air,,,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,98,SSE,,08,9527,38.2305,-104.611,447.275,442.275,,,,,,,Pueblo,,,,The Fun Machine,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,2017-01-06,100,On-Air,,"Moved to Pueblo. Now called ""Pueblo Metro""",CCARC,100,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,98,SSE,,08,3747,38.2306,-104.611,147.24,147.84,,,,,,,Pueblo,,Pueblo and Fremont Counties,TARA,,,,2012-06-13,103.5,Off-Air,,,CCARC,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,98.9,NNE,,56,34,41.0022,-104.566,449.3,444.3,,,,,,,Laramie,,,WU7G,,,,2018-09-09,,On-Air,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,D,100.2,N,,56,15672,41.06,-104.88,449.9375,444.9375,,,,yes,7,,Laramie,,,,,,https://www.rmham.org/wordpress/,2018-01-29,,On-Air,,,WRCG,,,,,,,,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,101.4,WSW,,08,260,39.1761,-106.829,447.05,442.05,,,,,,,Pitkin,,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,2012-11-10,136.5,On-Air,,,CCARC,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,101.6,NW,,08,244,40.6494,-106.382,145.16,144.56,,,,,,,Jackson,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,2017-01-06,88.5,On-Air,8,Part of the Colorado Connection system of repeaters.,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,102.8,E,,08,2,40.1606,-103.214,145.4,144.8,,,,,,,Washington,,Northeastern plains of Colorado.,Colorado Connection,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,2018-11-02,88.5,On-Air,,Part of the Colorado Connection system of repeaters,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,D,102.8,E,,08,16784,40.1605,-103.214,448.175,443.175,,,,yes,7,,Morgan,,,W0FT,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-02-01,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
