Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,164.02,NE,,08,8250,39.6731987,-105.48000336,449,444,136.5,Clear Creek,On-Air,,CCARC,2017-03-11,,,,,,,,CARN,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,164.03,SSE,,35,196,35.88399887,-106.38200378,223.94,222.34,CSQ,Los Alamos,On-Air,,NMFCC,2015-10-16,,,,,,DM65TV,,,E-power.,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,164.13,E,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,On-Air,,CCARC,2016-08-10,,,,,,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,164.13,E,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,On-Air,,CCARC,2016-08-10,,,,,,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,164.13,E,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,On-Air,,CCARC,2015-03-04,,,,,,,,GGARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,164.13,E,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,,CCARC,2012-11-12,,,,,,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,164.13,E,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,Off-Air,,CCARC,2016-08-10,,,,,,,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,164.13,E,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,Off-Air,,CCARC,2018-09-25,,,,,,DM78OU,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,164.13,E,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,On-Air,,CCARC,2019-11-07,,,,,,,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,164.13,E,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,,CCARC,2012-11-10,,,,,,,,W0MOG,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,164.13,E,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,On-Air,,CCARC,2012-11-10,,,,,,,,,6,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,164.13,E,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,On-Air,,CCARC,2015-11-13,,,,,,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,164.2,NE,,08,103,39.52109909,-105.30500031,1287.9,1267.9,CSQ,Jefferson,Off-Air,,CCARC,2017-10-07,,,,,,,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,164.22,E,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,On-Air,,,2016-08-10,,,,,,,,TRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,164.22,E,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,On-Air,,CCARC,2016-08-10,,,,,,,,GGARC,E-power.,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,164.22,E,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,On-Air,,CCARC,2016-08-10,,,,,,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,164.29,ESE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,http://www.puebloradio.org/,CCARC,2019-12-10,,,,,,DM78qg,,Pueblo Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,164.59,NE,,08,15582,39.88650131,-105.76300049,147.285,147.885,88.5,Grand,On-Air,,CCARC,2017-01-06,,,,,,,,Colorado Connection,,Full-time to the Colorado Connection System .,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,165.33,E,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,On-Air,,CCARC,2016-04-08,,,,,,DM78OU,,AA0L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,165.35,SSE,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,Los Alamos,On-Air,,NMFCC,2018-05-17,,,,,,DM65UV,,Los Alamos ARC,Autopatch,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,165.42,SE,,35,77,36.59999847,-105.25,444.35,449.35,100,Colfax,On-Air,,NMFCC,2018-01-07,,,,,,DM76JO,,,,Full-time to the Mega-Link System .,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,165.49,SE,,35,15606,36.24700165,-105.65499878,51.5,51.5,100,Taos,On-Air,Taos Amateur Radio Club,,2017-08-27,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,165.49,SE,,35,15605,36.24700165,-105.65499878,224.4,222.8,225.7,Taos,On-Air,http://taosarc.org,NMFCC,2017-07-06,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,165.53,SE,ON - IDLE,35,172,36.24689865,-105.65399933,147.12,147.72,67,Taos,On-Air,http://taosarc.org/,NMFCC,2017-02-24,,,,,,DM76EF,Wide area.,Taos Amateur Radio Club,E-power.,,,,,,ARRL,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,165.56,SE,,35,15612,36.24620056,-105.65399933,449.875,444.875,123,Taos,Off-Air,,NMFCC,2018-05-21,,,,,,DM76EF,,Taos ARC,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,165.61,SSE,,35,5181,35.88809967,-106.30699921,442.425,447.425,,Los Alamos,On-Air,,,2017-07-25,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,yes,NM5WR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,165.64,SSE,,35,123,35.88809967,-106.30599976,444.775,449.775,,Los Alamos,On-Air,,NMFCC,2017-03-19,,,,,,,Los Alamos and surrounding areas,WD9CMS,E-power.,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,165.93,SSE,,35,9407,35.89199829,-106.28500366,224.04,222.44,100,Los Alamos,On-Air,,NMFCC,2019-03-13,,,,,,DM65uv,,KA5BIW,,,100,,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,165.93,SSE,,35,15608,35.89199829,-106.28500366,442,447,100,Los Alamos,On-Air,http://ka5biw.com/ham_radio/repeater.php,NMFCC,2019-03-12,,,,,,DM65UV,,KA5BIW,,,,,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,166.06,NE,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,Denver,On-Air,,CCARC,2012-11-20,,,,,,DM79FR,Wide area.,WG0N,E-power.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,166.21,SSE,,35,16629,35.88000107,-106.3030014,144.265,144.265,203.5,Los Alamos,On-Air,,,2017-12-08,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC,KE8AVN,Los Alamos,NM,OPEN,,D,166.21,SSE,,35,16602,35.88000107,-106.3030014,442.925,447.925,,Los Alamos,On-Air,,,2018-05-14,yes,1,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,166.21,SSE,,35,12228,35.88000107,-106.3030014,927.9,902.9,,Los Alamos,On-Air,,NMFCC,2017-02-05,,,,,,,Los Alamos and surrounding areas,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,166.62,NE,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,Jefferson,On-Air,,CCARC,2014-04-28,,,,,,DM79JL,Wide area.,Aurora Repeater Association,E-power.,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,166.73,E,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,On-Air,,,2017-04-07,,,,,,,Local,w0mog,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,166.83,NE,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,Grand,On-Air,,CCARC,2013-10-26,,,,,,DM79CW,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,166.88,SSE,,35,9767,35.69670105,-106.85900116,443.1,448.1,100,Sandoval,On-Air,http://nmscares.org/,NMFCC,2017-02-10,,,,,,DM65NQ,Wide area - NW NM.,Sandoval County ARES,"Linked, e-power.",,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,ARRL,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,166.9,ESE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,,CCARC,2014-02-26,,,,,,DM78QH,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,166.94,ESE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,6,310821,RMHR c Record retrieved from radioid.net,,DM78QF,,,,Full-time to the Colorado TRBO System .,,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,166.94,ESE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,The Fun Machine,CCARC,2017-01-06,,,,,,DM78QF,,,,Full-time to the The Fun Machine System .,100,,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,166.94,ESE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,,CCARC,2012-06-13,,,,,,DM78QF,Pueblo and Fremont Counties,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,166.98,E,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,,,2018-10-25,,,,,,DM79MD,Wide area coverage at 8300,N0OBA Owner,,,131.8,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,167.17,ESE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,,CCARC,2013-05-07,,,,,,,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,167.17,ESE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,2019-11-27,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,210.7,7389,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,167.17,ESE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,,CCARC,2012-11-10,,,,,,,,N0PWZ,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,167.74,NE,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,Clear Creek,Off-Air,,CCARC,2019-08-23,,,,,,,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,141.3,,,,Rocky Mountain Ham Radio,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,168.19,E,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,On-Air,http://www.v7arc.com/,CCARC,2020-02-10,,,,,,DM78PU,Greater Colorado Springs Area,AD0TP,,,103.5,,Please email with comments/signal reports,,Village 7 Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,168.3,E,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,2016-12-10,,,,,,,Local.,K0NR,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,168.63,NE,,08,73,39.63330078,-105.31700134,145.34,144.74,103.5,Jefferson,On-Air,Repeater,CCARC,2019-08-15,,,,,,,Wide area.,Rocky Mtn Radio League,E-power.,,127.3,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,168.63,NE,,08,10932,39.63330078,-105.31700134,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,7,310810,RMHR c Record retrieved from radioid.net,,DM79IP,,Rocky Mountain Ham Radio,700,,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,168.64,SE,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,Colfax,On-Air,,NMFCC,2017-01-24,,,,,,DM76JN,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,170.02,W,ON - IDLE,49,56,38.07260132,-110.79499817,147.08,147.68,136.5,Wayne,On-Air,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,2018-08-11,,,,,,DM48OB,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,,3270,11,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,170.13,E,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,PPFMA Repeaters,CCARC,2019-09-24,,,,,,DM79OA,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,170.18,NNE,,08,15899,40.08610153,-105.93900299,446.875,441.875,,Clear Creek,On-Air,http://www.rmham.org,,2019-11-27,yes,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,170.18,NNE,,08,145,40.08610153,-105.93900299,146.82,146.22,123,Grand,,,CCARC,2014-09-06,,,,,,,,GCARA,E-power.,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,,170.45,S,,35,16603,35.59930038,-107.09600067,443,448,100,Sandoval,On-Air,,NMFCC,2017-12-25,,,,,,DM65KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,170.56,ESE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,,,,,DM78ri,Wide area.,Pueblo Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,170.56,ESE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,yes,0,,c Record retrieved from radioid.net,,DM78ri,Wide area.,Pueblo Amateur Radio Club,E-power.,,,,Dual Mode Analog/DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,170.65,NNW,,49,13408,40.10689926,-109.37799835,449.9,444.9,136.5,Uintah,,,,2015-07-04,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,7705,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,171.01,NE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,CCARC,2020-03-13,,,,,,,Wide Area,Denver Radio League,E-power.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,171.01,NE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,DRL Repeaters,CCARC,2020-03-13,,,,,,,,Denver Radio League,,,,3345,,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,171.09,ESE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,PHC repeaters,CCARC,2013-05-07,,,,,,,Wide area.,Pueblo Ham Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,171.55,NE,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,Jefferson,On-Air,,CCARC,2020-01-01,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,172.35,N,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,Moffat,On-Air,,CCARC,2017-01-06,,,,,,DN60FM,,Northwest Colorado Amateur Radio Association,,Full-time to the Colorado Connection System .,123,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,172.35,N,,08,3740,40.51520157,-107.54599762,145.265,144.665,107.2,Moffat,,,CCARC,2012-11-12,,,,,,,,NW Colorado ARC,E-power.,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,172.46,NE,,08,82,39.75249863,-105.35900116,146.985,146.385,100,Denver,On-Air,,CCARC,2016-09-05,,,,,,,,El Jebel RADOPS,E-power.,,100,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,172.46,NE,,08,140,39.75249863,-105.35900116,145.28,144.68,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,2015-05-22,,,,,,DM79HS,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
