Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,95.3,NE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",,CCARC,2017-05-08,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,95.85,NE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,On-Air,,,,,2020-02-17,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,95.85,NE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,96.73,NE,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,Weld,On-Air,N6RFI,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,96.77,NE,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,2019-11-27,yes,2,310806,,Brandmeister Network,W0DMR,,"Fort Collins east side, into Red Feather Lakes area.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN70MO,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,2,,,,1,,2,2,1,1,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,98.04,SSE,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,On-Air,,,,,2017-01-06,,,,,The Fun Machine,,100,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,98.04,SSE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,,,CCARC,2016-07-14,,,,,,,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,98.05,SSE,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,E-power,,CCARC,2019-08-16,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,98.05,SSE,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,E-power.,,CCARC,2017-03-11,,,,,,http://www.qsl.net/rghc,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,98.05,SSE,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,2012-06-14,,,,,,,D116,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,100.45,NNE,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,Larimer,On-Air,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,104.07,W,,08,36,39.2406,-107.961,449.5,444.5,107.2,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,105.49,WSW,,08,149,39.06669998,-107.93599701,145.355,144.755,88.5,Mesa,On-Air,Colorado Connection,E-power.,,CCARC,2017-01-06,,,,,,,123,"Rifle to the east, several miles east of Green River, Utah to the west.",Full-time to the Colorado Connection System .,Colorado Connection system of repeaters,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,105.55,WSW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,Mesa,On-Air,Keri Washburn,NWS weather alert system.,8162,CCARC,2016-10-28,,,,,,,151.4,Wide area coverage,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,105.56,ESE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 448.425 - WestCreek,,CCARC,2020-02-11,,,,,Colorado Repeater Association,http://www.w0cra.org/,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.","Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,107.1,NW,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,,CCARC,2017-01-06,,,,,Colorado Connection,,123,,Full-time to the Colorado Connection System .,,,,,,,,DN60FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,107.1,NW,,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,,NW Colorado ARC,E-power.,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,107.45,W,,08,253,39.4519,-108.052,449.8,444.8,107.2,Garfield,On-Air,,8,,CCARC,2018-01-15,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,107.48,SE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,,,7301,CCARC,2017-03-11,,,,,,http://www.k0jsc.com,100,,Full-time to the The Fun Machine System .,Off air. Will return to service,,,,,,,,28368,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,108.76,WSW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,Delta,,,,,,2018-04-04,,,,,Colorado District 25 ARES,,,Local.,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,108.76,WSW,,08,3749,38.90159988,-107.9260025,147.36,147.96,100,Delta,On-Air,W0ALC,,,CCARC,2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,108.76,WSW,,08,3760,38.9016,-107.926,449.825,444.825,100,Delta,,W0ALC,,,CCARC,2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,108.89,WSW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,Delta,,Grand Mesa Repeater Assoc (GMRA),,,CCARC,2012-11-10,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,109.62,SE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,,CCARC,2013-05-07,,,,,,PHC repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,109.64,SSE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,11,,CCARC,2016-07-14,,,,,,PHC repeaters,,,,,,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,109.64,SSE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Amateur Radio Club,11,,CCARC,2019-12-10,,,,,,http://www.puebloradio.org/,,Wide area: Southeast Colorado.,,,,,,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,110.88,SE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,,,,,,Pueblo Amateur Radio Club,,Wide area.,,,,,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,110.88,SE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,yes,0,,,,Pueblo Amateur Radio Club,,Wide area.,,Dual Mode Analog/DMR,,,,,,,DM78ri,,,,,,,,,,Yes; analog capable.,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,111.37,SE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,On-Air,Carl Higbee,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,111.67,N,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,,2017-02-24,,,,,,http://www.uwyo.edu/uarc/,,Albany County,,,,,,,,,,,,,,82070,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,112.69,SE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,,,,,,http://www.puebloradio.org/,,,,,,,,,,,DM78qg,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,113.53,SE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,E-power.,,CCARC,2019-12-10,yes,0,,,,http://www.puebloradio.org/,,Wide area.,,,,,,,,,DM78pe,,,,,,,,,,Yes; analog capable.,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,114.46,SE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,On-Air,K0ST,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,114.46,SE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,Off-Air,,,7389,CCARC,2019-11-27,yes,1,310805,,,,210.7,,,,,,,,,,,29228,,,,,,,,,Yes; analog capable.,,,,,,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,114.46,SE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,On-Air,N0PWZ,,3043,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,115.62,SE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,Off-Air,,,,CCARC,2019-11-27,yes,6,310821,,RMHAM,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,DM78QF,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,115.62,SE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,Off-Air,TARA,,,CCARC,2012-06-13,,,,,,,,Pueblo and Fremont Counties,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,115.63,SE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,On-Air,,,,CCARC,2017-01-06,,,,,The Fun Machine,The Fun Machine,100,,Full-time to the The Fun Machine System .,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,DM78QF,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,115.96,SW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,Montrose,On-Air,KB0YNA,,,,2016-10-11,,,,,,,151.4,Wide area.,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,115.96,SW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,On-Air,,9,3710,CCARC,2018-01-15,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,107.2,Delta/Montrose,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,119.5,S,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,On-Air,,,,,2016-12-25,,,,,,,77,Low level local coverage,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,119.64,ESE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,3349,CCARC,2014-09-02,,,,,,,123,"I-70 Limon, Co area.",,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,DM89CI,,,** [StarStar] Prefix for Echolink Node.,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,119.73,S,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,On-Air,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,120.17,WSW,,08,16721,39.0889,-108.227,446.9125,441.9125,,Mesa,On-Air,Bill Frost,,,,2018-01-09,yes,1,310868,,,,,"Grand Junction, I70",,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,120.64,SW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,Montrose,On-Air,,E-Power,,CCARC,2014-12-13,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,120.64,SW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,E-power.,,CCARC,2012-09-06,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,121.64,SW,,08,16607,38.03,-107.315,147.135,146.535,123,Hinsdale,On-Air,,E-power (solar),,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,121.85,SW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,Montrose,On-Air,San Juan Connection,,,,2020-01-17,,,,,,http://www.sjcham.com,,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,122.17,WSW,,08,154,39.0539,-108.254,449.3,444.3,107.2,Mesa,On-Air,,e-power Linked to GMRA Open System,3710,CCARC,2018-01-16,,,,,,http://www.gmra.org/,107.2,Wide Area I-70 West Rifle to Western Utah,,Closed IRLP out,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,122.55,SSW,,08,63,37.8492,-106.926,146.925,146.325,,Mineral,Off-Air,Creede ARC,,,CCARC,2012-11-12,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,123.21,NNE,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,Off-Air,KB7SWR,,,WRCG,2017-01-04,,,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,124.98,NNE,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,Laramie,Off-Air,,,,WRCG,2020-02-04,yes,7,315603,,,https://www.rmham.org/wordpress/,,,Full-time to the Rocky Mountain Ham System .,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,DN71NB,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,125.62,NNE,,56,34,41.02740097,-104.78399658,449.3,444.3,,Laramie,On-Air,WU7G,,,WRCG,2019-06-02,,,,,,,,"Laramie county wy, Northern Weld and Larimer County, CO",,,,,,,,,DN71OA,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,127.38,NNE,,56,60,41.26660156,-105.43299866,447.225,442.225,,Albany,On-Air,Laramie County EM,,,WRCG,2019-12-12,yes,11,315608,,Wyoming DMR Project,,,Wide area.,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN71GG,,,,,,,,,,,,,,,,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,128.6,N,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,Albany,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,2019-06-13,,,,,,,,Wide area.,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,128.92,N,,56,76,41.31480026,-105.58200073,146.61,146.01,,Albany,On-Air,University ARC,,,WRCG,2017-01-04,,,,,,http://www.uwyo.edu/uarc,,Laramie Valley 30 mi radius.,,,,,,,,,DN71FH,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,128.93,SSW,,08,14923,37.7933,-107.055,449.525,444.525,100,Mineral,On-Air,N0PKT,,,,2017-01-06,,,,,The Fun Machine,,100,,Full-time to the The Fun Machine System .,,,,,,,,DM67lt,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,129.99,NNE,,56,4,41.30979919,-105.45500183,53.03,52.03,,Albany,Off-Air,K7UWR,8,,,2017-01-04,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,130.03,E,,08,10783,40.25030136,-103.80000305,448.2,443.2,,Morgan,On-Air,,Mixed Mode,,CCARC,2019-11-27,yes,7,310812,,NEAHR,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,130.24,SSE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,Off-Air,Pueblo Amateur Radio Club,,,CCARC,2019-12-12,yes,,,,,http://www.puebloradio.org/,88.5,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,DM77LS,,,,,,,,,,Yes; analog capable.,,,,,,c Record retrieved from radioid.net,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,
