Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,Sponsor,Features,Coordination,Web links,Notes,Coverage,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,EchoLink,IRLP,AllStar,Nets,Feed,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,Commands,Central Regional,Talkgroup Network,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Colorado,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Bandwidth
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,137.2,N,yes,08,145,40.0861,-105.939,146.82,146.22,123,,Grand,,,,yes,GCARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,137.4,WSW,yes,08,16782,37.3669,-107.785,445.1375,440.1375,,,La Plata,On-Air,Rocky Mountain Ham Radio,,yes,K2AD,,CCARC,http://www.rmham.org/,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,137.6,NNE,yes,08,8216,40.0202,-104.642,449.925,444.925,114.8,114.8,Weld,On-Air,K0UPS Club,,yes,K0EB,,CCARC,,,,,,,,,,,DN70,448035,8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,137.9,WSW,yes,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,,,yes,,E-power.,CCARC,http://www.sjcham.com,,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,139.2,NNE,yes,08,8183,40.0847,-104.813,224.96,223.36,CSQ,,Weld,On-Air,,,yes,AC0KC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,139.9,NW,yes,08,131,39.5506,-107.324,147.3,147.9,107.2,,Garfield,Off-Air,,,yes,Roaring Fork Amateur Repeater Cooperative,8,CCARC,,Single beep courtesy tone when linked and none when unlinked.,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,yes,08,8181,39.5505,-107.325,224.02,222.42,,,Garfield,,,,yes,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,yes,08,8192,39.5505,-107.325,447.6,442.6,,,Garfield,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",yes,Ski Country ARC (SCARC),50,CCARC,,Link Hub for 146.880.,40,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,139.9,NW,yes,08,13637,39.5505,-107.325,449.85,444.85,131.8,131.8,Garfield,On-Air,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,yes,,e-power  Linked to GMRA Open System,CCARC,http://GMRA.org,RACES net Wed 1930 Hrs Local,Glenwood Springs,,,,,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,140.8,N,yes,08,15670,40.1727,-105.468,147.03,147.63,100,,Boulder,On-Air,Boulder County Amateur Radio Emergency Service,,yes,KI0HG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,141.2,SSW,yes,35,15632,36.2072,-106.319,147.04,147.64,141.3,,Rio Arriba,Off-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,141.8,NNW,yes,08,166,40.0589,-106.388,147.075,147.675,88.5,123,Grand,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,CCARC,,Part of the Colorado Connection system of Repeaters,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,141.8,N,yes,08,176,40.1672,-105.101,448.525,443.525,151.4,,Boulder,On-Air,,,yes,N0EPA,,CCARC,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,141.8,N,yes,08,175,40.1672,-105.101,147.27,147.87,100,100,Boulder,On-Air,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",yes,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,http://w0eno.org/?q=node/11,,Wide area: Northern Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,141.8,N,yes,08,177,40.1672,-105.101,448.8,443.8,88.5,88.5,Boulder,On-Air,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",yes,Longmont ARC,30,CCARC,,,,,,,,,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,143.2,WNW,yes,08,3745,38.9016,-107.926,147.195,147.795,107.2,,Delta,,Colorado District 25 ARES,,yes,,,,,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,yes,08,3749,38.9016,-107.926,147.36,147.96,100,,Delta,,,,yes,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,yes,08,3760,38.9016,-107.926,449.825,444.825,100,,Delta,,,,yes,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,144.7,WSW,yes,08,11546,37.2753,-107.88,449.85,444.85,100,100,La Plata,On-Air,,,yes,DARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,144.7,WSW,yes,08,115,37.2753,-107.879,448.625,443.625,131.8,131.8,La Plata,On-Air,,,yes,KC5EVE,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,146.4,WSW,yes,08,11545,37.2622,-107.906,147.135,147.735,100,100,La Plata,On-Air,,,yes,,,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,147.7,WSW,yes,08,113,37.4153,-108.012,146.67,146.07,100,,La Plata,On-Air,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",yes,Durango ARC,11,CCARC,DARC Repeaters,Linked active in the summer months only.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,147.9,WNW,yes,08,3755,38.9944,-107.973,447.35,442.35,107.2,,Delta,,,,yes,Grand Mesa Repeater Assoc (GMRA),,CCARC,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,148.1,WNW,yes,08,149,39.0667,-107.936,145.355,144.755,88.5,123,Mesa,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,E-power.,CCARC,,Colorado Connection system of repeaters,"Rifle to the east, several miles east of Green River, Utah to the west.",,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,148.2,WNW,yes,08,8763,39.0666,-107.937,449.65,444.65,151.4,151.4,Mesa,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,Keri Washburn,NWS weather alert system.,CCARC,,,Wide area coverage,,,,,,,,,,8162,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,149.9,SW,yes,35,15644,36.8,-107.62,147.36,147.96,100,,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,,NMFCC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,151.4,WSW,yes,08,8169,37.3,-108.028,145.37,144.77,100,100,La Plata,On-Air,,,yes,,E-power.,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,151.8,SSE,yes,35,15621,35.984,-104.901,145.37,144.77,141.3,,Mora,Off-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,151.8,SSE,yes,35,11289,35.9843,-104.901,147.2,147.8,67,,Mora,On-Air,,Full-time to the  Mega-Link System .,yes,,8,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,151.9,SE,yes,08,3792,37.37,-102.859,146.64,146.04,100,100,Las Animas,Off-Air,,,yes,,,CCARC,KZ0DEM Repeaters,,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,152.7,SSE,yes,35,181,36.0089,-104.706,444.4,449.4,100,,Mora,Off-Air,,,yes,Mora ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,153.8,N,yes,08,119,40.3601,-105.451,146.685,146.085,123,,Larimer,On-Air,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",yes,Estes Valley ARC,E-power.,CCARC,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,,,,,,,,625757,7268,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,154.1,WSW,yes,35,16667,36.95,-107.85,147.06,147.66,100,,San Juan,On-Air,,,yes,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,154.7,WNW,yes,08,36,39.2406,-107.961,449.5,444.5,107.2,,Mesa,Off-Air,,,yes,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,yes,08,3794,38.0872,-102.621,146.61,146.01,123,123,Prowers,On-Air,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",yes,Lamar Amateur Radio Club,,CCARC,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,yes,08,171,38.0872,-102.62,449.5,444.5,123,,Prowers,On-Air,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",yes,Lamar ARC,,CCARC,,,45,,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,154.9,NW,yes,08,200,39.4745,-107.772,146.76,146.16,107.2,,Garfield,Off-Air,,,yes,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,DM69cl,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,155,N,yes,08,120,40.3772,-105.521,449.8,444.8,123,,Larimer,On-Air,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",yes,Estes Valley ARC,E-Power,CCARC,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,625757,7268,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,156.1,WSW,yes,08,15896,37.36,-108.15,442.375,447.375,100,,Montezuma,On-Air,,Full-time to the  San Juan Connection System .,yes,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.5,N,yes,08,179,40.3985,-105.125,147.195,147.795,100,,Larimer,On-Air,,,yes,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,157.8,N,yes,08,180,40.3978,-105.074,224.32,222.72,100,100,Larimer,Off-Air,,,yes,KN6VV,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.8,N,yes,08,181,40.3978,-105.074,449.575,444.575,100,,Larimer,On-Air,,,yes,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,160.7,SSW,yes,35,194,35.9027,-106.282,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,,,yes,Los Alamos ARC,Autopatch,NMFCC,,Located on the Barranca Mesa water tower.,,,,,,,,,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,161.4,SSW,yes,35,9407,35.892,-106.285,224.04,222.44,100,100,Los Alamos,On-Air,,,yes,KA5BIW,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,161.4,SSW,yes,35,15608,35.892,-106.285,442,447,100,,Los Alamos,On-Air,,,yes,KA5BIW,Linked with 224.04 KA5BIW,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,161.6,N,yes,08,3621,40.444,-104.989,448.025,443.025,100,100,Larimer,On-Air,,,yes,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,162,NNE,yes,08,159,40.4037,-104.703,449.725,444.725,127.3,,Weld,On-Air,,,yes,K0OJ,"Autopatch, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,162,WSW,yes,08,8168,37.326,-108.248,145.325,144.725,100,,Montezuma,On-Air,,,yes,,E-power.,CCARC,http://www.sjcham.com,Full time to the San Juan Connection,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,162,SSW,yes,35,5181,35.8881,-106.307,442.425,447.425,,,Los Alamos,On-Air,,,yes,,,,,,30,,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,162,NNE,yes,08,156,40.4036,-104.7,146.85,146.25,100,100,Weld,On-Air,,,yes,Northern Colorado ARC,"E-power, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,162,SSW,yes,35,123,35.8881,-106.306,444.775,449.775,,,Los Alamos,On-Air,,,yes,WD9CMS,E-power.,NMFCC,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,162.5,SSW,yes,35,16629,35.88,-106.303,144.265,144.265,203.5,,Los Alamos,On-Air,,,yes,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,162.5,SSW,yes,35,16602,35.88,-106.303,442.925,447.925,,,Los Alamos,On-Air,,,yes,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,162.5,SSW,yes,35,12228,35.88,-106.303,927.9,902.9,,,Los Alamos,On-Air,,,yes,,,NMFCC,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,162.6,SSW,yes,35,15733,35.88,-106.31,442.25,447.225,,,Los Alamos,Off-Air,,,yes,,,NMFCC,,TS1 only. Rocky Mountain Ham Radio,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,163,WNW,yes,08,16721,39.0889,-108.227,446.9125,441.9125,,,Mesa,On-Air,,,yes,Bill Frost,,,,Brandmeister network,"Grand Junction, I70",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,08,157,40.4233,-104.709,147,147.6,100,100,Weld,On-Air,,,yes,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,,,,,,,,,,,,,3839,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,08,158,40.4233,-104.709,448.475,443.475,100,,Weld,On-Air,,,yes,Weld Amateur Radio Society (WARS),,CCARC,http://www.warsco.org/,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,163.2,NNE,yes,08,8210,40.4233,-104.709,449.325,444.325,,,Weld,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,35,155,35.785,-105.781,442.825,447.825,131.8,,Santa Fe,On-Air,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",yes,Santa Fe ARC,Autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,35,15631,35.7853,-105.782,147.02,147.62,141.3,,Santa Fe,On-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,163.3,S,yes,35,153,35.785,-105.781,146.82,146.22,162.2,,Santa Fe,On-Air,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",yes,Santa Fe ARC,"Autopatch, e-power.",NMFCC,SFARC Repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,163.4,WNW,yes,08,154,39.0539,-108.254,449.3,444.3,107.2,107.2,Mesa,On-Air,,,yes,,e-power Linked to GMRA Open System,CCARC,http://www.gmra.org/,Closed IRLP out,Wide Area I-70 West Rifle to Western Utah,,,,,,,,,,3710,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.5,SSW,yes,35,196,35.884,-106.382,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,,yes,,E-power.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,163.6,SE,yes,08,8174,37.4083,-102.614,147.09,147.69,118.8,118.8,Baca,,,,yes,BCDEARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,08,6093,37.4083,-102.614,147.33,147.93,118.8,118.8,Baca,Off-Air,,,yes,Baca County Amateur Emergency Management,,CCARC,KZ0DEM Repeaters,,,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,08,4588,37.4083,-102.614,449.2,444.2,118.8,118.8,Baca,On-Air,,,yes,Baca County Div of Emerg Mgt Communications,,,,,provides coverage to central Baca County,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
