Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Grid,Central Regional,AllStar,Commands,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,Bandwidth,Local Network,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Local or Reflector,CKRG,KansasLink,Kansas
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,174.34,W,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,,W1VAN,Brandmeister Network,,2019-11-27,On-Air,Covers Red Feather Lakes Area,,,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,W0DMR,http://www.w0dmr.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,174.52,WSW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),Closed autopatch,CCARC,2017-11-13,On-Air,Wide area,347086,3990,,"CRA Net, Sunday 9AM",107.2,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,,,CRA VHF Link System,Colorado Repeater Association,,,,DM79LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,174.52,WSW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),E-Power,CCARC,2020-02-11,On-Air,Wide area 55 mi radius.,,,,,107.2,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,ARESDEC,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,174.55,WSW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,2017-04-21,On-Air,,,,"Can be linked to Allstar, Echolink and others by a Sysop",,100,Full-time to the The Fun Machine System .,,,,,,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,174.68,WSW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,,,,CCARC,2019-11-27,On-Air,,,,See the website for programming info.,,,Full-time to the Colorado TRBO System .,yes,8,310817,RMHR c Record retrieved from radioid.net,,,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,174.68,WSW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,,EmComm Colorado,,CCARC,2015-06-17,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,146.2,,,,,,,Colorado ARES,,,,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,174.88,WSW,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,Unknown,W0RM,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,174.99,WSW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Colorado Repeater Association (CRA),,CCARC,2017-10-07,Off-Air,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,176.18,WSW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,2019-08-23,Off-Air,Wide area at 9500',,,,,141.3,,,,,,,Rocky Mountain Ham Radio,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,176.51,SW,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,,w0mog,,,2017-04-07,On-Air,Local,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,176.75,S,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,Prowers,,Lamar Amateur Radio Club,,CCARC,2019-12-29,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,37784,3774,,NWS Net 12:15pm daily,123,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,,,,,,http://www.qrz.com/db/n0lar,,,,DM-88,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,177.13,SW,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,,AD0TP,,CCARC,2020-02-10,On-Air,Greater Colorado Springs Area,,,Please email with comments/signal reports,,103.5,,,,,,,Village 7 Amateur Radio Club,http://www.v7arc.com/,,,,DM78PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,177.48,WSW,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,2016-01-17,On-Air,Denver metro and east.,,,,,88.5,,,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,,178.4,SE,,20,13687,39.44800186,-99.27459717,146.79,146.19,162.2,Rooks,,N0KOM,,Kansas Repeater Council,2019-07-13,Off-Air,Click for coverage map. 25 mi radius.,,,DB-222 @ 200 feet.,,,,,,,,,,K-Link Repeater Network,,,,EM09IK,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,178.45,WNW,,56,76,41.31480026,-105.58200073,146.61,146.01,,Albany,,University ARC,,WRCG,2017-01-04,On-Air,Laramie Valley 30 mi radius.,,,,,,,,,,,,,http://www.uwyo.edu/uarc,,,,DN71FH,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,178.84,WNW,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,,WRCG,2019-06-13,On-Air,Wide area.,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.29,WSW,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,,WG0N,E-power.,CCARC,2012-11-20,On-Air,Wide area.,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.3,WSW,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,,CARN,,CCARC,2017-03-11,On-Air,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,179.33,SW,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,,AA0L,6,CCARC,2016-04-08,On-Air,,,,,,,,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,179.53,WSW,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,,Denver PD EEB,,CCARC,2017-03-11,On-Air,Wide area.,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.59,WSW,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,,W0CFI,,CCARC,2015-04-03,On-Air,Wide area.,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.74,WSW,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,,Castle Rock Repeater Group,11,CCARC,2016-09-08,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.74,WSW,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,,Colorado Repeater Assoc,E-power.,CCARC,2018-07-23,On-Air,Wide area. Denver metro.,,,,,107.2,,,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,179.74,WSW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,,Colorado Repeater Association (CRA),,CCARC,2017-11-13,On-Air,Wide area: Denver metro.,347088,3291,,,107.2,,,,,,,,http://www.w0cra.org,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,179.74,WSW,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,,"KB0VIU, Denver Radio Club",E-power.,CCARC,2017-03-11,On-Air,,,,,DRC: Sun at 20:30.,100,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,179.74,WSW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,,Denver Radio Club,11,CCARC,2017-03-11,On-Air,Wide area.,4140,,,,100,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,179.78,WSW,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,,Rocky Mountain Ham Radio,,CCARC,2017-01-13,On-Air,,,,See the website for programming information.,,,Full-time to the Colorado TRBO System .,yes,7,,,,,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,2,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.78,WSW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,2016-05-24,On-Air,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.78,WSW,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,,Rocky Mtn Radio League,11,CCARC,2017-03-11,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,103.5,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,Repeater,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,179.79,WSW,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,,Rocky Mountain Radio League,11,CCARC,2016-12-23,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,RMRL: Mon at 20:30.,127.3,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,180.23,SW,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,,TRA,E-power.,,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,180.23,SW,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,,GGARC,E-power.,CCARC,2016-08-10,On-Air,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,180.23,SW,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,,W0MOG,,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,180.43,SW,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,,RMHARC,,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,180.43,SW,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,,AA0L,,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,180.43,SW,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,,GGARC,E-power.,CCARC,2015-03-04,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,180.43,SW,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,2012-11-12,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,180.43,SW,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,2016-08-10,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,180.43,SW,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,,,,CCARC,2018-09-25,Off-Air,Colorado Springs,,,,,,,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,180.43,SW,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2019-11-07,On-Air,,,,,MARC/PCRC: Tue at 1930.,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,180.43,SW,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,Unknown,W0MOG,,CCARC,2012-11-10,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,180.43,SW,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,,,6,CCARC,2012-11-10,On-Air,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,180.43,SW,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,,WA6IFI,,CCARC,2015-11-13,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,181.17,WSW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,,W0VG,,CCARC,2019-11-27,On-Air,,,,,,,Full-time to the Colorado TRBO System .,yes,6,310846,RMHAM c Record retrieved from radioid.net,,RMHAM,http://www.rmham.org,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,225.7,WM0L,Ainsworth,NE,OPEN,I,,181.73,NE,,31,4,42.49200058,-99.88269806,147.36,147.96,225.7,Brown,,WM0L,WX radio with alerts.,,2020-01-19,On-Air,Coverage not as good to the South. 30 mi radius.,,3142,100,Nebraska IRLP Net Sunday night at 8:30 pm local time on 9875 reflector,225.7,Full-time to the Nebraska Hub System .,,,,,,,,,,,EN02BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,182.3,S,,20,3947,37.98059845,-101.75299835,146.775,146.175,,Hamilton,,KB0CKE,,Kansas Repeater Council,2019-03-31,On-Air,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,,182.65,SE,,20,4075,38.63100052,-99.98999786,443.575,448.575,162.2,Ness,,N7JYS,,Kansas Repeater Council,2019-08-02,On-Air,Click for coverage map. 40 mi radius.,,,,K-Link: Saturdays 21:00 local,162.2,"Full-time to 442.45000 (N7JYS) at Hays, K-Link, KS . Full-time to the K-Link System .",,,,,,K-Link Repeater Network,K-Link Repeater Network,,,,EM08AP,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,182.65,SW,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,,KA4EPS,E-power. Allstar Node 27976,CCARC,2019-04-01,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,103.5,,,,,,,Amateur Radio Motorcycle Club,http://www.ka4eps.com,,,,DM78LX,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,182.9,SW,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,Unknown,MARC,"Closed autopatch, e-power.",CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,182.9,SW,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,Unknown,Mountain Amateur Radio Club (MARC),Linked.,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,182.9,SW,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,,Mountain ARC,E-power.,CCARC,2016-11-17,On-Air,,,,,MARC/PCRC: Tue at 19:30.,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,182.9,SW,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,,Mountain ARC (MARC),E-power.,CCARC,2016-11-17,On-Air,,,,,MARC/PCRC: Tue at 19:30.,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,182.94,SW,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,2014-05-22,On-Air,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,182.95,SW,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,,MARC,,CCARC,2012-11-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,,183.61,ESE,,31,24,40.58720016,-98.80269623,146.82,146.22,123,Kearney,,Amateur Radio Association Of Nebraska,E-power.,,2018-01-05,On-Air,Wide Area,,,,"ARAN Net: Tue and Thur at 20:00. Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",123,"Full-time to 444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE . Full-time to the W0WWV System .",,,,,,,http://w0wwv.org/,,,,EN00OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,184.11,SW,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,,KA0TTF,,CCARC,2016-04-19,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,,W0EJL,Burwell,NE,OPEN,,,184.37,E,,31,12981,41.78170013,-99.1332016,147.09,147.69,,Garfield,,,,WB0CMC,2017-05-21,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,,185.46,SSE,,20,4046,38.16400146,-100.8010025,442.5,447.5,141.3,Finney,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,On-Air,,,3885,,,141.3,Full-time to the SKECT System .,,,,,,,http://skect.org/default.aspx,,,,DM98OD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
