Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,DMR Enabled,Color Code,Wide Network,IRLP,Nets,DMR ID,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Central Regional,Bandwidth,Mixed-Mode,Northern Colorado Regional,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,156.06,NE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,N6LXX,,CCARC,2019-03-25,,,N6LXX,Full-time to the N6LXX System .,29883,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,156.06,NE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,CCARC,2017-03-09,107.2,,N6LXX,Full-time to the N6LXX System .,29913,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,156.06,SSE,,35,153,35.78499985,-105.78099823,146.82,146.22,162.2,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,2017-07-22,,DM75CS,,"Full-time to 442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,"Autopatch, e-power.",SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,156.25,NNE,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,,CCARC,2016-09-05,100,,,,,E-power.,,,,,,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,156.25,NNE,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,,"PL is usually off, allowing use by older transceivers.",CCARC,2015-05-22,,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,Wide area.,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,156.25,NNE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,,CCARC,2015-05-23,,DM79HS,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,E-power.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,156.25,NNE,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,8,CCARC,2017-03-11,,,,,,E-power.,DRL Repeaters,Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,156.28,NNE,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,,CCARC,2017-03-11,100,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,E-power.,DRC Repeaters,Denver metro area.,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,156.81,NNE,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,CCARC,2017-12-09,,,Brandmeister Network,,,,http://www.w0tx.org/,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,156.82,NNE,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,,The offset is -25.8125,CCARC,2018-12-23,,,,,45770,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,157.21,NNE,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,On-Air,W0IG,,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,158.55,NNE,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,CCARC,2016-01-17,88.5,,,,,e-power.,ARA Repeaters,"Denver metro, central front range",,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,158.55,NNE,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,CCARC,2017-03-11,103.5,,,,,8,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,158.55,NNE,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,CCARC,2016-01-17,100,,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,e-power,ARA Repeaters,"Denver metro, central front range",,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,158.58,NNE,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,CCARC,2016-12-23,103.5,,,,,8,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,158.58,NNE,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,CCARC,2016-01-17,88.5,,,,,e-power,ARA Repeaters,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,158.58,NNE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,Talk-Group of $FFFF.,CCARC,2016-12-23,103.5,,,,,8,Repeater,Wide area.,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
443.15,5,CC,WR7HLN,Santa Fe,NM,OPEN,,D,158.63,SSE,"New Repeater in Santa Fe, on the air at 6/24/19 3 Miles West of Santa Fe, NM. 6,870 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Decibel Products DB-408 omni pattern antenna. Antenna height is 85 feet above ground level. On the air June 24, 2019.",35,18015,35.67869949,-105.99199677,443.15,448.15,,Bernalillo,On-Air,Mac Pass Repeater Group,,NMFCC,2019-12-08,,,,,,"This is a dual mix repeater, analog on PL TONE 131.8, color code 1 DMR",http://www.dmr-montana.net,Santa Fe,,yes,1,,,,310992,,,,,,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,158.73,NE,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,,,CCARC,2019-06-19,141.3,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,158.78,NE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,CCARC,2014-01-03,,DM79JR,,,,,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,158.78,NE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,2017-03-11,,DM79JR,,,,,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,158.78,NE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,2014-01-03,,DM79JR,,,,,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,158.78,NE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,2014-01-03,,,,,,,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,158.79,NE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,CCARC,2019-11-27,,DM79JR,,,,700,Rocky Mountain Ham Radio,,,yes,7,,,,310808,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,158.81,NE,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,On-Air,,,,2019-10-05,67,,,,,AllStar,http://www.w0sky.com,"Denver, Golden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,158.81,NE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,See website for more info on CC/TS/TG programming. www.rmham.org,CCARC,2019-11-27,,DM79JR,,Full-time to the Colorado TRBO System .,,200,,,,yes,7,,,,310802,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,158.85,NE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,,CCARC,2017-03-11,,DM79JQ,,,,E-power.,DRC Repeaters,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,158.96,NE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,Not recommeded to use tone squelch on this repeater.,CCARC,2017-03-31,,,,,,E-power.,DRC Repeaters,Metro Denver and the foothills.,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,158.96,NE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,CCARC,2017-03-11,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,158.96,NE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Denver Radio Club,"YSF digital only, no analog FM",CCARC,2019-09-06,,DM79KQ,,,,Yaesu Digital Only,Denver Radio Club,Metro Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,159.09,SSE,,35,17323,35.68700027,-105.93800354,145.19,144.59,162.2,Bernalillo,On-Air,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,159.09,SSE,,35,13769,35.687,-105.938,145.21,144.61,,Santa Fe,On-Air,W5SF,Soon to move to a better location.,,2015-11-08,,,Santa Fe Amateur Radio Club,,,,,Local Santa Fe,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,159.09,SSE,,35,13768,35.68700027,-105.93800354,444.575,449.575,,Santa Fe,On-Air,W5SF,Soon to move to a better location,,2015-11-08,,,Santa Fe Amateur Radio CLub,,,,,Local Santa Fe,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,160.09,NE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,2017-03-11,146.2,DM79NL,Colorado ARES,,,,,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,160.45,SSE,,35,10216,35.651,-105.992,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,,,2017-07-25,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,160.55,NE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,2017-12-24,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,160.56,NE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,160.56,NE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,FRG,,CCARC,2019-09-06,,,,,42845,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,160.76,SSE,,35,154,35.6593,-105.945,147.2,147.8,162.2,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,2018-09-01,,,,,,E-power. Full time link to Tesuque Peak.,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,160.77,SSE,,35,13566,35.64799881,-105.98500061,447.775,442.775,100,Santa Fe,On-Air,,,,2017-02-14,,,,,,,,Santa Fe,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,160.83,NE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,,,CCARC,2019-08-23,100,DM79KQ,N0ELY,,,E-power.,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,161.24,NE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,CCARC,2017-03-11,,DM79KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,161.71,NE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,Parker Radio Association,,CCARC,2018-03-18,,DM79PJ,,,,D-Star B module,http://parkerradio.org,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,162.06,NW,,08,174,39.5819,-108.952,447,442,107.2,Garfield,On-Air,,,CCARC,2018-01-15,,,,,,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,162.15,NNE,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,W0RM,,CCARC,2012-11-10,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,162.32,NNE,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",CCARC,2019-08-15,123,,,Full-time to the Colorado Connection System .,,10,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,162.32,NNE,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),"Emcomm Affiliated, Open repeater",CCARC,2015-11-03,141.3,,,,,Emergency Power,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,162.35,NE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,W0DMR,,,2019-11-27,,,,,,,http://www.w0dmr.org/,Denver Metro Area,,yes,2,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",310811,,,,,,,,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,,162.65,SSE,,35,145,35.76720047,-105.55400085,147.26,147.86,67,San Miguel,On-Air,,,NMFCC,2018-01-07,,DM75FS,,Full-time to the Mega-Link System .,,11,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas, Elk Mountain",NM,OPEN,,,162.71,SSE,,35,115,35.76670074,-105.5530014,147.3,147.9,162.2,San Miguel,On-Air,Santa Fe ARC,,NMFCC,2017-07-06,,DM75FS,,,,"E-power, linked.",SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,162.83,NE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,N0KEG,,,2019-11-27,,,Parker Radio Association,,,,https://www.parkerradio.org,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",Unknown,yes,1,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,310759,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,163.12,NE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Mixed Mode,CCARC,2019-11-27,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,http://www.parkerradio.org,,,yes,1,,,Mondays 20:30 MST,310844,,,,,,,,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,163.35,NE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,2020-01-23,100,DM79KS,,,,,http://www.dwarc.com,,,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,163.36,NE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,,,,,,,http://www.DWARC.com,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,163.4,NNE,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,On-Air,,,,2017-03-11,,,RMHAM,,,,http://www.rmham.org,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,163.4,NNE,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,,GCARA,,CCARC,2014-09-06,,,,,,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,164.13,NE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,Parker Radio Association,,,2019-11-03,,,,,,Linked to the Colorado Mega digital system,https://www.parkerradio.org,Small coverage area in Parker,,,,,,Monday nights 8pm mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,40895,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,164.13,NE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,,2019-11-27,,,,,,,,,Unknown,yes,1,BrandMeister,,,310374,,,,,,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,164.79,NE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,,,,2018-09-07,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,167.18,NE,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,2014-07-03,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,167.18,NE,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,167.18,NE,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
