Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Features,On-air,Central Regional,Grid,EchoLink,IRLP,Commands,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Wyoming,WyLOCAL,Location Photo,REACT,CO-Park County
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,146.75,SSE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,,,,,,Prowers,On-Air,Lamar ARC,,http://www.qrz.com/db/n0lar,CCARC,2019-12-29,123,45,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,NWS net: Daily 12:15pm,,,,Linked full time to 146.610 (N0LAR) repeater,,,DM-88,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,147.41,WNW,,56,76,41.31480026,-105.58200073,146.61,146.01,,,,,,,Albany,On-Air,University ARC,,http://www.uwyo.edu/uarc,WRCG,2017-01-04,,Laramie Valley 30 mi radius.,,,,,,,,,,DN71FH,,,,,yes,Open ↑ / Open ↓,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,147.68,WNW,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,,,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,2019-06-13,,Wide area.,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,148.54,SSW,,08,8173,38.30690002,-104.62000275,147,147.6,,,,,,,Pueblo,On-Air,Carl Higbee,,,CCARC,2014-02-26,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,150.27,S,,08,167,37.99950027,-103.52899933,147.36,147.96,,,,,,,Otero,On-Air,,KC0ITF,,,2018-09-30,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,Digital Wires-X,,,,,E-power,,,DM87FX,,,,,yes,Open ↑ / Open ↓,11360,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,150.38,SSE,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,,,,,,Prowers,On-Air,Lamar Amateur Radio Club,,http://www.qrz.com/db/n0lar,CCARC,2019-12-29,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,NWS Net 12:15pm daily,,,,,,,DM-88,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,151.41,SSW,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,,,,,Pueblo,On-Air,K0ST,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,151.41,SSW,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,yes,1,310805,KFKR- c Record retrieved from radioid.net,,Pueblo,Off-Air,,,,CCARC,2019-11-27,210.7,,,,,,,,,,,,,7389,,29228,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,151.41,SSW,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,,,,,El Paso,On-Air,N0PWZ,,,CCARC,2012-11-10,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,151.95,SSW,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,,,,,,Pueblo,On-Air,,,http://www.k0jsc.com,CCARC,2017-03-11,100,,Full-time to the The Fun Machine System .,Off air. Will return to service,,,,,,,,,363976,7301,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,152.89,SSW,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,yes,6,310821,RMHR c Record retrieved from radioid.net,,Pueblo,Off-Air,,RMHAM,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,Full-time to the Colorado TRBO System .,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,152.9,SSW,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,,,,,,Pueblo,On-Air,,The Fun Machine,The Fun Machine,CCARC,2017-01-06,100,,Full-time to the The Fun Machine System .,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,,DM78QF,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,152.9,SSW,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,,,,,Pueblo,Off-Air,TARA,,,CCARC,2012-06-13,,Pueblo and Fremont Counties,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,152.96,SSW,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,CCARC,2019-12-10,,,,,,,,,E-power.,,,DM78qg,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,154.4,WSW,,08,24,39.4439,-105.969,147.39,147.99,88.5,,,,,,Summit,On-Air,Colorado Connection,,Breckenridge Repeater,CCARC,2015-01-30,123,Wide area.,Full-time to the Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,154.55,WSW,,08,16780,39.459,-105.979,445.0875,440.0875,,yes,7,310830,,,Fremont,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,,154.88,SE,,20,4100,38.78499985,-100.92099762,444.3,449.3,141.3,,,,,,Logan,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12,141.3,,Full-time to the SKECT System .,,,,,,E-power.,,,DM98MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,156.88,SSW,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,yes,0,,c Record retrieved from radioid.net,,Pueblo,On-Air,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,CCARC,2019-12-10,,Wide area.,,,,,,,E-power.,,,DM78pe,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,157.03,WSW,,08,23,39.4817,-106.038,146.7,146.1,107.2,,,,,,Summit,On-Air,GRARC,,,CCARC,2013-01-07,,,,,,,,,E-power.,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,157.73,SSE,,20,4086,38.17499924,-101.76100159,444,449,141.3,,,,,,Hamilton,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12,141.3,,Full-time to the SKECT System .,,,,,,E-power.,,,DM98CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,158.68,WNW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,,,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,,2017-02-24,,Albany County,,,,,,,,,,,82070,,,,yes,Open ↑ / Open ↓,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,159.09,NW,,56,47,42.0544014,-104.95200348,146.88,146.28,,,,,,,Platte,On-Air,GPARA,,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,159.12,NW,,56,15538,42.0544014,-104.95300293,224.68,223.08,,,,,,,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,159.12,NW,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,,,,,,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,159.91,SW,,08,33,38.5386,-105.349,449,444,67,,,,,,Fremont,On-Air,WB0WDF,,Mega Link,CCARC,2012-06-14,67,,Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,,,,,"E-power (Solar, Wind)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,160.97,WSW,,08,12698,39.0469,-105.87,446.7625,441.7625,,yes,0,,,,Park,On-Air,K7PFJ,RMHAM,,,2017-03-11,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,161.05,SW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,,,,,,Fremont,On-Air,K0JSC,,http://www.k0jsc.com,CCARC,2017-03-11,100,Canon City area. Repeater Coverage Map,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,Autopatch.,,,,363976,7301,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,161.79,SW,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,,,,,Fremont,On-Air,Royal Gorge ARC,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,161.92,SW,,08,7184,38.4542,-105.29,446.7375,441.7375,,yes,7,,,,Fremont,On-Air,,Rocky Mountain Ham Radio,http://www.k0jsc.com,CCARC,2017-03-11,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,IPSC Link to the Colorado network on Talk Slot 2.,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,yes,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,161.92,SW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,,,,,,Fremont,On-Air,,,K0JSC dot Com,CCARC,2013-01-27,100,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,DM78ik,363976,7301,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,161.92,SW,,08,29,38.4542,-105.29,53.03,51.33,88.5,,,,,,Fremont,On-Air,WB0WDF,RGARC,Http://www.qsl.net/rghc,CCARC,2012-07-10,88.5,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,161.92,SW,,08,30,38.4542,-105.29,145.49,144.89,103.5,,,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,E-power (Bat),,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,161.92,SW,,08,31,38.4542,-105.29,223.96,222.36,103.5,,,,,,Fremont,On-Air,RGARC,,,CCARC,2017-10-04,103.5,Wide area. Repeater Coverage Map,,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,161.92,SW,,08,32,38.4542,-105.29,447.75,442.75,103.5,,,,,,Fremont,On-Air,RGARC,,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,,,,,,,,E-power (Bat),,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,162.06,SSW,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,,,,,,Pueblo,On-Air,K0JSC,,K0JSC dot Com,CCARC,2017-03-11,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,2,,,DM78SA18,363976,7301,,28368,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,166.28,WSW,,08,5336,39.21,-106.087,447.125,442.125,103.5,,,,,,Park,On-Air,AA0BF,"Park County Radio Club, AB0PC",,CCARC,2019-03-08,103.5,"Covers Fairplay, Alma, and western South Park.",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,Emergency automatic generator.,,,DM69wf,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,Y,166.37,SE,,20,3940,38.4846,-100.979,146.7,146.1,141.3,,,,,,Scott,On-Air,Sand Hills ARC,,,Kansas Repeater Council,2018-09-16,141.3,"Scott, Finney and Kearny counties","Full-time to 146.91000 (WA0OQA) at Garden City, KS .",Comet GP-6 @ 125'.,Tue at 20:30.,,,,E-power.,,,DM98,,,,48589,yes,Open ↑ / Open ↓,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,167.87,W,,08,166,40.0589,-106.388,147.075,147.675,88.5,,,,,,Grand,On-Air,Colorado Connection,,,CCARC,2016-05-23,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,,,168.67,SE,,20,6463,38.48089981,-100.9240036,444.95,449.95,100,,,,,,Scott,Off-Air,SHARC,,http://ks0lnk.net,Kansas Repeater Council,2019-07-27,100,Click for coverage map. 35 mi radius.,Full-time internet linked to the K-Link System .,,,,,,Internet Linked to K-Link Repeater Network.,,,DM98ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,169.22,WSW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,,,,,,Lake,On-Air,Colorado Connection,,,CCARC,2019-08-16,,,Full-time to the Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,169.44,WSW,,08,16783,39.2653,-106.182,445.05,440.05,,yes,7,310852,,,Lake,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,2018-07-07,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,2,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,169.67,WSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,,,,,,Park,Off-Air,,,,CCARC,2017-11-22,103.5,Western Park County,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,169.79,SSE,,20,3947,37.98059845,-101.75299835,146.775,146.175,,,,,,,Hamilton,On-Air,KB0CKE,,,Kansas Repeater Council,2019-03-31,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,170.07,WNW,,08,244,40.6494,-106.382,145.16,144.56,88.5,,,,,,Jackson,On-Air,Colorado Connection,,,CCARC,2017-01-06,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,170.93,WSW,,08,256,39.6061,-106.356,146.61,146.01,107.2,,,,,,Eagle,On-Air,ECHO,,,CCARC,2012-11-10,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,171.31,W,,08,242,39.6403,-106.374,224.8,223.2,,,,,,,Eagle,Off-Air,ECHO,,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,171.31,W,,08,243,39.6403,-106.374,449.9,444.9,107.2,,,,,,Eagle,Off-Air,ECHO,,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,175.18,W,,08,16781,39.6348,-106.447,445.075,440.075,,yes,7,310851,,,Eagle,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,175.32,WSW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,,,,,,Lake,On-Air,,,,CCARC,2019-07-23,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,175.39,W,,08,241,39.6554,-106.457,147.345,147.945,88.5,,,,,,Eagle,On-Air,Colorado Connection,,,CCARC,2017-01-06,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Full-time to the Colorado Connection System .,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,A,,175.93,SE,,20,3956,39.573,-99.986,146.88,146.28,162.2,,,,,,Norton,On-Air,N0KOM,,K-Link Repeater Network,Kansas Repeater Council,2019-03-26,162.2,Click for coverage map. 50 mi radius.,Full-time to the K-Link System .,,Sat @ 21:00 local,,,,"e-power, K-Link.",,,,,,,49527,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,,177.55,N,,31,12643,42.72890091,-103.11100006,147.36,147.96,123,,,,,,Dawes,Off-Air,,Pine Ridge Amateur Radio Club,,WB0CMC,2020-02-22,123,"Repeater down due to tower collapse Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,Repeater down due to tower collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,,177.89,E,,31,30,40.724,-99.913,147.135,147.735,,,,,,,Dawson,Off-Air,Heartland Amateur Radio Association,,,,2017-06-29,,,,,Wed 2030,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,178.02,SSW,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,,,,,,Huerfano,On-Air,Pueblo Amateur Radio Club,,Pueblo Ham Club,CCARC,2019-12-10,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,6,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
