Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,146,E,,08,8200,38.8339,-104.821,448.3,443.3,100,El Paso,On-Air,,,CCARC,2016-08-10,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,146,E,,08,50,38.8339,-104.821,447.35,442.35,151.4,El Paso,On-Air,E-power.,,CCARC,2015-03-04,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,146,E,,08,8182,38.8339,-104.821,224.06,222.46,,El Paso,,"E-power, linked.",,CCARC,2012-11-12,,,Pikes Peak FM Association (PPFMA),,,,Wide area.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,146,E,,08,49,38.8339,-104.821,447.025,442.025,123,El Paso,Off-Air,"Closed autopatch, e-power, linked, remote base.",,CCARC,2016-08-10,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,146,E,,08,8198,38.8339,-104.821,448.25,443.25,123,El Paso,Off-Air,,,CCARC,2018-09-25,,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,146,E,,08,51,38.8339,-104.821,447.475,442.475,107.2,El Paso,,"Closed autopatch, e-power.",,CCARC,2012-11-10,,,Mountain ARC (MARC),,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,,MARC/PCRC: Tue at 1930.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,146,E,,08,55,38.8339,-104.821,448.6,443.6,114.8,El Paso,,,,CCARC,2012-11-10,,,W0MOG,,"Full-time to  
927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,146,E,,08,3537,38.8339,-104.821,927.8,902.8,D116,Teller,On-Air,6,,CCARC,2012-11-10,,,,,"Full-time to  
448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,146,E,,08,8191,38.8339,-104.821,447.55,442.55,123,El Paso,On-Air,,,CCARC,2015-11-13,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,146.1,E,,08,46,38.8381,-104.821,147.27,147.87,,El Paso,On-Air,E-power.,,,2016-08-10,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,146.1,E,,08,42,38.8381,-104.821,146.85,146.25,156.7,El Paso,On-Air,,http://www.v7arc.com/,CCARC,2019-02-17,103.5,,AD0TP,Village 7 Amateur Radio Club,,,,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,146.1,E,,08,43,38.8381,-104.821,146.91,146.31,151.4,El Paso,On-Air,E-power.,,CCARC,2016-08-10,151.4,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,146.1,SW,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,On-Air,"E-power, linked.",,ARCA,2018-10-17,,,San Juan Connection,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,,146.1,SW,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,On-Air,,,ARCA,2018-02-28,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,146.1,E,,08,48,38.8381,-104.821,147.39,147.99,103.5,El Paso,On-Air,,,CCARC,2016-08-10,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC8,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,146.2,NE,,08,7193,39.2648,-105.114,446.925,441.925,,Douglas,On-Air,,Rocky Mountain Ham Radio,CCARC,2018-12-23,,,,,Full-time to the  Colorado TRBO System .,,,See the website for programming info.,,,,yes,8,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  1  719      Devilshead Local  2  711    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,146.2,NE,,08,8190,39.2648,-105.114,447.525,442.525,146.2,Douglas,On-Air,,,CCARC,2015-06-17,146.2,,EmComm Colorado,Colorado ARES,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.","This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,146.4,E,,08,15903,39.1749,-105.034,449.975,444.975,100,Douglas,On-Air,Simulcast and Voted with Cedarwood and Methodist.,The Fun Machine,CCARC,2017-04-21,100,,K0JSC,The Fun Machine,Full-time to the  The Fun Machine System .,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,146.4,E,Node Offline,08,83,39.1755,-105.034,147.225,147.825,107.2,Douglas,On-Air,Closed autopatch,Colorado Repeater Association,CCARC,2017-11-13,107.2,,Colorado Repeater Association (CRA),CRA VHF Link System,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",,Wide area,,3990,"CRA Net, Sunday 9AM",,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,146.4,E,,08,16547,39.1755,-105.034,448.425,443.425,107.2,Douglas,On-Air,,http://www.w0cra.org,,2017-11-14,107.2,,Colorado Repeater Association (CRA),ARESDEC,"Full-time to  
147.10500 (WA0DE) at Simla, CO .",,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,147.2,E,,08,8176,38.8397,-104.8,147.135,147.735,100,El Paso,On-Air,6,,CCARC,2016-04-08,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,147.2,NE,,08,104,39.5185,-105.359,53.05,51.35,107.2,Jefferson,Off-Air,10,,CCARC,2017-10-07,107.2,,Colorado Repeater Association (CRA),,,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,147.3,NE,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,E-power.,http://www.n0ara.org,CCARC,2016-01-17,88.5,,Aurora Repeater Association,,,,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,D,147.6,ESE,,08,10785,38.2307,-104.611,446.9875,441.9875,,Pueblo,Off-Air,,Rocky Mountain Ham Radio,CCARC,2017-01-02,,,,RMHAM,Full-time to the  Colorado TRBO System .,,,,,,,yes,6,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,147.6,ESE,,08,9527,38.2305,-104.611,447.275,442.275,100,Pueblo,On-Air,,The Fun Machine,CCARC,2017-01-06,100,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,"Moved to Pueblo. Now called ""Pueblo Metro""",,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,147.6,ESE,,08,3747,38.2306,-104.611,147.24,147.84,103.5,Pueblo,Off-Air,,,CCARC,2012-06-13,CSQ,,TARA,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,147.6,ESE,,08,8173,38.3069,-104.62,147,147.6,,Pueblo,On-Air,,,CCARC,2014-02-26,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,147.9,ESE,,08,192,38.2544,-104.609,146.655,146.055,123,Pueblo,On-Air,,,CCARC,2013-05-07,CSQ,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,147.9,ESE,,08,8530,38.2544,-104.609,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,2017-01-02,210.7,,,,,29228,,,7389,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,147.9,ESE,,08,189,38.2544,-104.609,449.725,444.725,100,El Paso,On-Air,,,CCARC,2012-11-10,,,N0PWZ,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,147.9,ESE,,08,191,38.2544,-104.609,145.115,144.515,88.5,Pueblo,Off-Air,E-power.,,CCARC,2012-11-12,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,147.9,ESE,,08,194,38.2544,-104.609,146.88,146.28,88.5,Pueblo,On-Air,E-power.,,CCARC,2017-10-24,CSQ,,Pueblo HC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,148.7,NNE,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,On-Air,,,CCARC,2016-05-23,123,,Colorado Connection,,Full-time to the  Colorado Connection System .,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Part of the Colorado Connection system of Repeaters,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,148.7,E,,08,15989,38.9,-104.8,224.72,223.12,103.5,El Paso,On-Air,,,,2017-04-07,103.5,,w0mog,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,148.9,SSE,,35,15923,36.1989,-105.889,147.18,147.78,100,Rio Arriba,On-Air,,,NMFCC,2018-04-13,100,DM76BF,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,,149.4,NE,Node Offline,08,89,39.5211,-105.305,224.98,223.38,107.2,Jefferson,Off-Air,"Closed autopatch, e-power.",,CCARC,2017-03-11,107.2,,Colorado Repeater Association,,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Wide area. Denver.,,3990,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,149.4,NE,,08,109,39.5211,-105.305,447.15,442.15,107.2,Jefferson,Off-Air,"Closed autopatch, e-power.",,CCARC,2017-10-07,107.2,,Colorado Repeater Association (CRA),,,,Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,149.4,NE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,,,CCARC,2017-10-07,,,Colorado Repeater Association (CRA),,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,149.9,E,ON        - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,Douglas,On-Air,,,,2018-10-25,131.8,,N0OBA Owner,,,,Wide area coverage at 8300,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.3,NE,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,11,Repeater,CCARC,2016-12-23,127.3,,Rocky Mountain Radio League,,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,150.3,NE,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,See the website for programming information.,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,RMHAM,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.3,NE,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,E-power(gen).,,CCARC,2016-05-24,141.3,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.3,NE,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,11,Repeater,CCARC,2017-03-11,103.5,,Rocky Mtn Radio League,,"Linkable to  
449.82500 (W0WYX) at Broomfield, CO .
 
Linkable to  
449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.4,NE,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,11,,CCARC,2016-09-08,100,,Castle Rock Repeater Group,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.4,NE,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,,,CCARC,2015-04-03,100,,W0CFI,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.4,NE,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,E-power.,http://www.w0cra.org/info/squaw.html#145145,CCARC,2018-07-23,107.2,,Colorado Repeater Assoc,,,,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,150.4,NE,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,,http://www.w0cra.org,CCARC,2017-11-13,107.2,,Colorado Repeater Association (CRA),,,,Wide area: Denver metro.,,3291,,,,,,,,,347088,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,150.4,NE,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,2017-03-11,100,,"KB0VIU,  Denver Radio Club",,"Full-time to  
448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,150.4,NE,Node Offline,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,11,DRC Repeaters,CCARC,2017-03-11,100,,Denver Radio Club,,,,Wide area.,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,150.5,NE,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,,,CCARC,2017-03-11,103.5,,Denver PD EEB,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,150.5,SE,,35,77,36.6,-105.25,444.35,449.35,100,Colfax,On-Air,,,NMFCC,2018-01-07,,,,,Full-time to the  Mega-Link System .,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,150.5,NE,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,,,CCARC,2017-03-11,136.5,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,151,E,,08,183,39.0917,-104.872,447.725,442.725,100,El Paso,On-Air,30,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,2016-12-10,100,,K0NR,,,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,151.4,NE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,E-power.,,CCARC,2014-04-28,88.5,,Aurora Repeater Association,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,151.9,ESE,,08,193,38.3925,-104.555,146.79,146.19,88.5,Pueblo,On-Air,E-power.,Pueblo Ham Club,CCARC,2018-11-16,CSQ,,Pueblo HC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,151.9,ESE,,08,195,38.3925,-104.555,224.26,222.66,88.5,Pueblo,Off-Air,E-power.,PHC repeaters,CCARC,2013-05-07,CSQ,,Pueblo Ham Club,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,151.9,ESE,,08,198,38.3925,-104.555,447.95,442.95,88.5,Pueblo,On-Air,E-power.,Pueblo Ham Club,CCARC,2015-08-06,,,Pueblo Ham Club,,,,Wide area.,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.9,NE,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,E-power.,,CCARC,2012-11-20,107.2,,WG0N,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,153,NNE,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,,,CCARC,2017-01-06,123,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,153.4,SE,,35,15606,36.247,-105.655,51.5,51.5,100,Taos,On-Air,,Taos Amateur Radio Club,,2017-08-27,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,153.4,SE,Node Offline,35,172,36.2469,-105.654,147.12,147.72,67,Taos,On-Air,E-power.,http://taosarc.org/,NMFCC,2017-02-24,,,Taos Amateur Radio Club,ARRL,,,Wide area.,,,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,153.4,SE,,35,15605,36.247,-105.655,224.4,222.8,225.7,Taos,On-Air,,http://taosarc.org,NMFCC,2017-07-06,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
