Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,122.4,ESE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,,Pueblo Amateur Radio Club,CCARC,2019-12-10,On-Air,E-power.,,Wide area.,,http://www.puebloradio.org/,,,,,DM78pe,,,,,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,,122.56,SW,Node Offline,08,61,37.3489,-108.585,146.79,146.19,127.3,Montezuma,,KD5LWU,CCARC,2015-04-30,On-Air,,127.3,,,,,,,4,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,,122.56,SW,Node Offline,08,62,37.34889984,-108.58499908,449.175,444.175,127.3,Montezuma,,KD5LWU,CCARC,2014-06-30,Off-Air,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,122.61,NE,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,,Colorado Connection,CCARC,2019-08-15,On-Air,10,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the Colorado Connection System .,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,122.61,NE,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),CCARC,2015-11-03,On-Air,Emergency Power,141.3,Wide area.,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,123.04,NE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,,Denver Radio Club,CCARC,2017-03-11,On-Air,E-power.,,Metro Denver area.,,DRC Repeaters,,,,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,123.66,NE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,,Denver Radio Club,CCARC,2017-03-31,On-Air,E-power.,,Metro Denver and the foothills.,,DRC Repeaters,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,123.66,NE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,,Denver Radio Club,CCARC,2017-03-11,On-Air,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,123.66,NE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,,Denver Radio Club,CCARC,2019-09-06,On-Air,Yaesu Digital Only,,Metro Denver,,Denver Radio Club,,,"YSF digital only, no analog FM",,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,123.79,NE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,,Denver PD EEB,CCARC,2014-04-28,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,123.79,NE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,,N0PYY,,2017-12-24,On-Air,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,123.79,NE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,,FRG,CCARC,2019-09-06,On-Air,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,124.21,ESE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,,Pueblo Amateur Radio Club,CCARC,2019-12-10,On-Air,E-power.,,,,http://www.puebloradio.org/,,,,,DM78qg,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,124.7,E,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,Unknown,N0PKT,,2019-01-08,,e-power,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,http://www.k0jsc.com,K0JSC,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,125.33,NE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,,W0DMR,,2019-11-27,On-Air,,,Denver Metro Area,,http://www.w0dmr.org/,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,125.46,NE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,,,CCARC,2019-08-23,Off-Air,E-power.,100,Local.,,,N0ELY,,,,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,125.68,NE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,,Denver Radio Club,CCARC,2017-03-11,On-Air,,,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,DM79KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,125.86,ESE,,08,8173,38.30690002,-104.62000275,147,147.6,,Pueblo,,Carl Higbee,CCARC,2014-02-26,On-Air,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,126.48,SSW,,35,15644,36.8,-107.62,147.36,147.96,100,San Juan,,,NMFCC,2018-01-15,On-Air,,,,Full-time to the San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,126.61,SSE,,35,19,36.8594017,-106.01899719,146.76,146.16,67,Rio Arriba,,Taos ARC,,2016-04-30,On-Air,11,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,126.62,SSE,,35,175,36.85969925,-106.01799774,147.22,147.82,100,Rio Arriba,,New Mexico Mega Link Assoc,NMFCC,2017-01-23,On-Air,10,,Wide area.,Full-time to the Mega-Link System .,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,126.77,SE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,Huerfano,,N0JPX,CCARC,2019-03-17,On-Air,"E-power, linked.",,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,127.02,ESE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,Pueblo,,K0ST,CCARC,2013-05-07,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,127.02,ESE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,Pueblo,,,CCARC,2019-11-27,Off-Air,,210.7,,,,,7389,,,,,29228,,,,,,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,127.02,ESE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,El Paso,,N0PWZ,CCARC,2012-11-10,On-Air,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,127.2,ESE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,,,CCARC,2019-11-27,Off-Air,,,,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,RMHAM,,,,DM78QF,,,,,,,,,yes,6,310821,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,127.2,ESE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,,,CCARC,2017-01-06,On-Air,,100,,Full-time to the The Fun Machine System .,The Fun Machine,The Fun Machine,,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,DM78QF,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,127.2,ESE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,,TARA,CCARC,2012-06-13,Off-Air,,,Pueblo and Fremont Counties,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,127.48,NE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,2020-01-23,On-Air,,100,,,http://www.dwarc.com,,3241,,,DM79KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,127.49,NE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),CCARC,2018-10-02,On-Air,,,Denver Metro and surrounding,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,127.65,E,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,,GGARC,,2015-11-11,Testing,,,"Falcon, Black Forest, Peyton Areas",,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,128.59,ESE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,Pueblo,,Pueblo Amateur Radio Club,CCARC,2019-12-10,On-Air,E-power.,,Wide area.,,Pueblo Amateur Radio Club,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,128.59,ESE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,Pueblo,,Pueblo Amateur Radio Club,CCARC,2019-12-10,On-Air,E-power.,,Wide area.,,Pueblo Amateur Radio Club,,,Dual Mode Analog/DMR,,DM78ri,,,,,,,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,128.65,ESE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,CCARC,2013-05-07,Off-Air,E-power.,,Wide area.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,129.43,E,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,,KD0MDP,,2015-06-02,On-Air,Linked.,100,,Full-time to the The Fun Machine System .,,The Fun Machine,7301,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,129.56,W,,49,13042,38.5286,-109.322,146.76,146.16,88.5,Grand,,Sinbad Desert ARC,UVHFS,2017-11-04,On-Air,,,Moab and immediate surroundings.,,http://www.sdarc.us/repeaters/bald.html,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,129.72,W,,49,52,38.5286,-109.325,449.1,444.1,107.2,Grand,,Grand Mesa Repeater Association (GMRA),UVHFS,2017-11-04,On-Air,8,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,GMRA Repeaters,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,129.88,E,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,,EmComm Colorado,CCARC,2017-03-11,On-Air,,146.2,"Denver metropolitan area, front range foothills",,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,DM79NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,130.19,NW,,08,174,39.5819,-108.952,447,442,107.2,Garfield,,,CCARC,2018-01-15,On-Air,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,130.4,NNE,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,,,,2019-09-21,On-Air,,103.5,"Grand Lake, CO",,,,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,131.09,E,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,Unknown,N0KEG,,2019-11-27,,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,https://www.parkerradio.org,Parker Radio Association,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,132.44,NE,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,,Boulder Co ARC,CCARC,2013-03-17,On-Air,6,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,132.49,NE,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,,,,2017-04-09,On-Air,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,132.61,NE,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,,Boulder ARC,CCARC,2013-03-17,On-Air,6,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,132.62,NE,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,CCARC,2014-07-03,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,,132.62,SSW,,35,44,36.82220078,-107.99199677,447.45,442.45,107.2,San Juan,,KB5ITS,NMFCC,2017-07-19,On-Air,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,,132.62,SSW,,35,43,36.8222,-107.992,146.74,146.14,100,San Juan,,Totah ARC,NMFCC,2017-07-19,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,132.62,NE,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,CCARC,2019-08-23,On-Air,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,132.62,NE,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,,WB0TPT,CCARC,2017-03-11,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,132.62,NE,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,On-Air,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,132.62,NE,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,On-Air,,,,,,,7708,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,,132.64,SSW,,35,15629,36.8222,-107.993,146.88,146.28,100,San Juan,,,NMFCC,2018-01-15,On-Air,,,,Full-time to the San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,N5UBJ,Aztec,NM,OPEN,,D,132.64,SSW,2,35,12413,36.8222,-107.993,442.25,447.25,,San Juan,,,NMFCC,2018-01-21,On-Air,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,yes,1,313502,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,132.65,NE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,BATVC,,2020-02-25,On-Air,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,"Wide Area, WY border to DIA to SE Denver",,https://kh6htv.com/,ATN,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,132.73,NE,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,CCARC,2015-05-22,On-Air,E-power.,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,132.73,NE,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,,EARS,CCARC,2017-04-09,On-Air,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,132.73,NE,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,,W0IG,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,132.73,NE,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,,HPRA,CCARC,2017-03-11,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,132.9,SE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,Las Animas,,N0ZSN,CCARC,2015-07-27,On-Air,,100,,Full-time to the The Fun Machine System .,The Fun Machine,The Fun Machine,7301,,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,133.29,NE,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,,W0JRL,CCARC,2015-05-15,On-Air,,100,,,,,,,,DM79MS,201712,29997,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KB5ITS,"Aztec, Hottel Hill",NM,OPEN,,,133.85,SSW,,35,18461,36.80630112,-108.0019989,146.61,146.01,100,Taos,,San Juan Connection,,2020-01-13,On-Air,,,,,http://www.sjcham.com,,,Linked to San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
