Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Location Photo,Feed,Central Regional,Mixed-Mode,Commands,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Colorado,Mountain Reg USA
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,139.3,NNE,yes,08,109,39.5211,-105.305,447.15,442.15,107.2,Jefferson,Off-Air,2017-10-07,107.2,Wide area: Denver.,,Colorado Repeater Association (CRA),,CCARC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,139.3,NNE,yes,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,2017-10-07,,Fort Collins to Colorado Springs.,,Colorado Repeater Association (CRA),,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,139.4,SSE,yes,35,115,35.7667,-105.553,147.3,147.9,162.2,San Miguel,On-Air,2017-07-06,,Wide area.,,Santa Fe ARC,,NMFCC,,,,SFARC Repeaters,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,139.5,S,yes,35,17323,35.687,-105.938,145.19,144.59,162.2,Bernalillo,On-Air,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,139.5,NNW,yes,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,2012-11-10,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,Roaring Fork Amateur Repeater Cooperative,Single beep courtesy tone when linked and none when unlinked.,CCARC,,,,,8,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,139.5,NNW,yes,08,8181,39.5505,-107.325,224.02,222.42,,Garfield,,2012-11-12,,,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,139.5,NNW,yes,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,2012-11-12,,40,,Ski Country ARC (SCARC),Link Hub for 146.880.,CCARC,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,50,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,139.5,S,yes,35,13769,35.687,-105.938,145.21,144.61,,Santa Fe,On-Air,2015-11-08,,Local Santa Fe,,W5SF,Soon to move to a better location.,,,Santa Fe Amateur Radio Club,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,139.5,S,yes,35,13768,35.687,-105.938,444.575,449.575,,Santa Fe,On-Air,2015-11-08,,Local Santa Fe,,W5SF,Soon to move to a better location,,,Santa Fe Amateur Radio CLub,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,139.5,NNW,yes,08,13637,39.5505,-107.325,449.85,444.85,131.8,Garfield,On-Air,2018-01-15,131.8,Glenwood Springs,,,RACES net Wed 1930 Hrs Local,CCARC,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,http://GMRA.org,e-power  Linked to GMRA Open System,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,139.8,SSW,yes,35,9767,35.6967,-106.859,443.1,448.1,100,Sandoval,On-Air,2017-02-10,,Wide area - NW NM.,27748,Sandoval County ARES,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",NMFCC,,ARRL,,http://nmscares.org/,"Linked, e-power.",,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,140.1,NW,yes,08,154,39.0539,-108.254,449.3,444.3,107.2,Mesa,On-Air,2018-01-16,107.2,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,CCARC,,,,http://www.gmra.org/,e-power Linked to GMRA Open System,,3710,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,140.7,NW,yes,08,16721,39.0889,-108.227,446.9125,441.9125,,Mesa,On-Air,2018-01-09,,"Grand Junction, I70",,Bill Frost,Brandmeister network,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,141.4,S,yes,35,154,35.6593,-105.945,147.2,147.8,162.2,Santa Fe,On-Air,2018-09-01,,,,Santa Fe ARC,,NMFCC,,,,SFARC Repeaters,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,141.5,S,yes,35,10216,35.651,-105.992,449.275,444.275,146.2,Santa Fe,On-Air,2017-07-25,,,,Fred Homuth,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,141.8,S,yes,35,13566,35.648,-105.985,447.775,442.775,100,Santa Fe,On-Air,2017-02-14,,Santa Fe,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,142,SE,yes,35,15621,35.984,-104.901,145.37,144.77,141.3,Mora,Off-Air,2017-10-26,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,142,SE,yes,35,11289,35.9843,-104.901,147.2,147.8,67,Mora,On-Air,2017-01-24,,,,,,,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,142.4,NNE,yes,08,80,39.5042,-105.128,146.88,146.28,100,Jefferson,On-Air,2018-05-21,,Wide Area,,Denver Radio League,6,CCARC,,,,DRL Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,142.4,NNE,yes,08,273,39.5042,-105.128,449.6,444.6,100,Jefferson,On-Air,2014-03-04,,,,Denver Radio League,,CCARC,,,,DRL Repeaters,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,143.5,NW,yes,08,153,38.899,-108.496,448.15,443.15,100,Mesa,On-Air,2016-04-22,,,,,,CCARC,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.6,NNE,yes,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,2017-03-11,136.5,,,CARN,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,2016-12-23,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,Rocky Mountain Radio League,,CCARC,,,,Repeater,11,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,2016-09-08,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,Castle Rock Repeater Group,,CCARC,,,,,11,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,2017-03-11,103.5,Wide area.,,Denver PD EEB,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,145.8,NNW,yes,08,200,39.4745,-107.772,146.76,146.16,107.2,Garfield,Off-Air,2015-06-03,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,CCARC,DM69cl,,,,E-power.,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,2017-01-13,,,,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,2,,,,,,,,,RMHAM,,,,,,,,,2,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,2016-05-24,141.3,,,Rocky Mountain Ham Radio,,CCARC,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,2015-04-03,100,Wide area.,,W0CFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,2018-07-23,107.2,Wide area. Denver metro.,,Colorado Repeater Assoc,,CCARC,,,,http://www.w0cra.org/info/squaw.html#145145,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,145.8,NNE,yes,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,2017-11-13,107.2,Wide area: Denver metro.,,Colorado Repeater Association (CRA),,CCARC,,,,http://www.w0cra.org,,347088,3291,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,145.8,NNE,yes,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,2017-03-11,100,,,"KB0VIU,  Denver Radio Club",,CCARC,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC Repeaters,E-power.,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,145.8,NNE,yes,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,2017-03-11,100,Wide area.,,Denver Radio Club,,CCARC,,,,DRC Repeaters,11,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,145.8,NNE,yes,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,2017-03-11,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,Rocky Mtn Radio League,,CCARC,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Repeater,11,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,Listen Live,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,146.2,NNE,yes,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,2016-12-23,127.3,Wide area.,,Rocky Mtn Radio League,,CCARC,,,,Repeater,E-power.,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,146.2,NNE,yes,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,2018-11-25,,,,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,CCARC,,,,Rocky Mountain Ham Radio,700,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,146.4,NNE,yes,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,2018-12-23,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,CCARC,,,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,146.8,NNE,yes,08,8743,39.4718,-104.895,449.95,444.95,77,Douglas,On-Air,2017-01-22,77,Primarily to the North along I-25 corridor,,W9SL Owner,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,147,SE,yes,35,181,36.0089,-104.706,444.4,449.4,100,Mora,Off-Air,2017-10-24,,,,Mora ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,35,101,35.5911,-105.732,53.2,52.2,107.2,Santa Fe,Off-Air,2017-08-22,,,,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,35,102,35.5911,-105.732,146.84,146.24,107.2,Santa Fe,,,,,,N9PGQ,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,148.3,SSE,yes,35,103,35.5911,-105.732,442.125,447.125,107.2,Santa Fe,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,149.2,NE,yes,08,11473,39.3935,-104.675,446.85,441.85,,Douglas,On-Air,2018-03-18,,,,Parker Radio Association,,CCARC,,,,http://parkerradio.org,D-Star B module,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,149.3,NNE,yes,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,On-Air,2014-09-21,141.3,Wide area at 9500',29571,AC0KQ,,CCARC,,Rocky Mountain Ham Radio,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,149.5,SSW,yes,35,16603,35.5993,-107.096,443,448,100,Sandoval,On-Air,2017-12-25,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,149.6,NNE,yes,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,2012-11-20,107.2,Wide area.,,WG0N,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,149.8,NNE,yes,08,8189,39.4942,-104.836,447.525,442.525,203.5,Douglas,On-Air,2017-03-11,146.2,"Denver metropolitan area, front range foothills",,EmComm Colorado,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,150.8,NNE,yes,08,10514,39.6734,-105.218,53.17,51.47,107.2,Jefferson,On-Air,2017-03-09,CSQ,"I-70,I-76,I-25,I-225",29883,N6LXX,,CCARC,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,150.8,NNE,yes,08,10513,39.6734,-105.218,447.875,442.875,107.2,Jefferson,On-Air,2017-03-09,107.2,"I-70,I-76,I-25,I-225",29913,N6LXX,,CCARC,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,151.4,NE,yes,08,17292,39.4491,-104.703,445.075,440.075,,Douglas,On-Air,2018-09-10,,,,Parker Radio Association,Mixed Mode,CCARC,,,,http://www.parkerradio.org,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,Mondays 20:30 MST,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,152.4,SE,yes,35,73,36.7611,-103.834,146.85,146.25,100,Union,Off-Air,2015-08-13,,Wide area.,,Sierra Grande RC,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,152.4,SE,yes,35,74,36.7611,-103.834,444.8,449.8,77,Union,Off-Air,2015-08-13,,Wide area.,,Sierra Grande Repeater Club,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,152.4,SE,yes,35,15638,36.7611,-103.834,147.175,147.775,141.3,Union,On-Air,2017-01-22,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,152.7,NW,yes,08,8175,39.0639,-108.551,147.105,147.705,,Mesa,On-Air,2013-04-20,,,,K0SSI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,152.7,NW,yes,08,8206,39.0639,-108.551,449,444,,Mesa,On-Air,2015-08-03,107.2,,,KB0SW,,CCARC,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,152.7,NW,yes,08,3757,39.0638,-108.551,447.5,442.5,114.8,Mesa,,2012-11-10,,,,KC0ARV,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,152.7,NW,yes,08,11792,39.0639,-108.551,446.775,441.775,,Mesa,On-Air,2014-08-16,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,152.7,NW,yes,08,11793,39.0639,-108.551,449.775,444.775,173.8,Mesa,On-Air,2015-10-25,88.5,,,,,CCARC,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,152.7,NW,yes,08,8167,39.0639,-108.551,145.22,144.62,107.2,Mesa,,2012-11-12,,,,KE0TY,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,152.7,NW,yes,08,152,39.0639,-108.55,147.39,147.99,107.2,Mesa,,2012-11-10,,,,KE0TY,,CCARC,,,,,Linked.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,152.7,NW,yes,08,261,39.0639,-108.55,146.82,146.22,107.2,Mesa,On-Air,2016-04-22,,Wide area: North Western Colorado - South to Montrose and East on I-70.,28515,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,152.8,NW,yes,08,15581,39.052,-108.565,147.355,146.755,88.5,Mesa,On-Air,2017-01-06,123,,,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,153,NNE,yes,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,2016-09-05,100,,,El Jebel RADOPS,,CCARC,,,,,E-power.,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,2015-05-22,,Wide area.,,,"PL is usually off, allowing use by older transceivers.",CCARC,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,"Closed autopatch, e-power, linked.",,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,08,138,39.7525,-105.359,449.525,444.525,CSQ,Jefferson,On-Air,2015-05-23,,,,KE0SJ,,CCARC,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,153,NNE,yes,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,On-Air,2017-03-31,,Metro Denver and the foothills.,,Denver Radio Club,Not recommeded to use tone squelch on this repeater.,CCARC,,,,DRC Repeaters,E-power.,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,153,NNE,yes,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,On-Air,2017-03-11,100,,,Denver Radio Club,,CCARC,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
