Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update,Bandwidth,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,Notes,Talkgroups,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,AllStar,Rocky Mountain Wide,Feed,Southern Colorado,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Location Photo,Local Network,Devilshead Local,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,187.17,NW,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,DN70PG,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,3839,Tuesday Night club net,,CCARC,2019-05-06,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,187.17,NW,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,DN70PG,On-Air,,Weld Amateur Radio Society (WARS),,,,3839,,http://www.warsco.org/,CCARC,2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,187.38,WNW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,DM78AV,Off-Air,Western Park County,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,CCARC,2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,,187.58,SE,,40,4353,36.77740097,-99.626297,147.12,147.72,203.5,,Harper,EM06ES,,30,GPARC,200,,,,,,ORSI,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,187.62,WNW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,,Park,,On-Air,,K7PFJ,,,,,,,,2019-11-27,,yes,7,310827,RMHR c Record retrieved from radioid.net,,,,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,187.66,NW,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,,On-Air,,Denver Radio Club,,,,,,http://www.w0tx.org/,CCARC,2019-11-27,,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,187.67,NW,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,DM79HS,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,CC 131.8,N7JYS,Hays,KS,OPEN,I,DY,188.05,E,,20,3975,38.93439865,-99.31549835,147.045,147.645,131.8,131.8,Ellis,EM08IW,On-Air,"Ellis, Hays, Wakeeney. 35 mi radius.",N7JYS,E-power,Full-time internet linked to the CKRG System . Full-time internet linked to the KansasLink System . Linkable to the Western Kansas Intertie System .,,3917,,,Kansas Repeater Council,2019-12-08,,yes,7,312024,BrandMeister c Record retrieved from radioid.net,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,MMDVM Mixed-mode.,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time KansasLink 2 31203 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,1,,1,2,,,,,,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,,188.05,E,,20,13278,38.93429947,-99.31549835,224.28,222.68,131.8,131.8,Ellis,EM08IW,On-Air,50,N7JYS,Internet linking,,,,,,,2018-01-07,,,,,,,,,,,,Western Kansas Intertie,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,,188.07,E,,20,4042,38.93399811,-99.31500244,442.45,447.45,162.2,162.2,Ellis,EM08IW,On-Air,Click for coverage map. 35 mi radius.,N7JYS,E-Power.,"Full-time to 443.57500 (K0HAM) at Ransom, K-Link, KS . Full-time to 444.95000 (AB0UO) at Russell, K-Link, KS . Full-time to the K-Link System . Linkable to the NEKSUN (K0HAM) System .",,,ARES: Sat at 21:00.,K-Link Repeater Network,Kansas Repeater Council,2017-12-30,,,,,,,,,,,,Affiliate of the K-Link Repeater Network,,,,,,,,,42940,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,188.82,NW,,08,8250,39.6731987,-105.48000336,449,444,136.5,136.5,Clear Creek,,On-Air,,CARN,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,188.9,NW,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,,,,,CCARC,2019-08-23,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,189.32,NW,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,103.5,Clear Creek,DM79GQ,On-Air,Wide area.,Denver PD EEB,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.34,NW,,08,94,39.67739868,-105.48799896,448.675,443.675,100,100,Denver,,On-Air,Wide area.,W0CFI,,,,,,,CCARC,2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9875,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,189.58,E,,20,17220,38.89820099,-99.27200317,444.9875,449.9875,,,Ellis,EM08IV,On-Air,18,,,Full-time internet linked to the KS-DMR (3120) System .,,,,KS-DMR Network,Kansas Repeater Council,2019-12-08,,yes,1,312034,KS-DMR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,K0USY,,,K0USY,,,,,,,,,1,2,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.59,NW,,08,78,39.6794014,-105.49199677,146.67,146.07,100,100,Clear Creek,,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,CCARC,2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.59,NW,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,107.2,Clear Creek,,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,189.59,NW,ON - IDLE,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,107.2,Clear Creek,,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,347088,3291,,http://www.w0cra.org,CCARC,2017-11-13,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,189.59,NW,,08,76,39.6794014,-105.49199677,145.49,144.89,100,100,Jefferson,,On-Air,,"KB0VIU, Denver Radio Club",E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,189.59,NW,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,100,Clear Creek,,On-Air,Wide area.,Denver Radio Club,11,,4140,,,DRC Repeaters,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.63,NW,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,127.3,Clear Creek,DM79GQ,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,,,,RMRL: Mon at 20:30.,Repeater,CCARC,2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.64,NW,,08,8197,39.67969894,-105.49299622,448.225,443.225,141.3,141.3,Clear Creek,DM79GQ,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,,,,,,CCARC,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,189.65,NW,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,7,310801,RMHR c Record retrieved from radioid.net,,,,,,,,,See the website for programming information.,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,1,,2,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,2,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,189.65,NW,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,103.5,Clear Creek,DM79GQ,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,CCARC,2017-03-11,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,191.51,W,,08,14200,37.75310135,-106.10900116,146.64,146.04,77,77,Rio Grande,,On-Air,Low level local coverage,,,,,,,,,2016-12-25,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,"Amarillo, KVII Tower (ABC 7)",TX,OPEN,,Y,191.82,SSE,,48,542,35.37480164,-101.88300323,146.94,146.34,,,Potter,DM95BI,On-Air,Amarillo and points north.,Panhandle Amateur Radio Club,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00. Morning 2-Meter Net: M-F at 10:00,http://www.w5wx.net,TVHFS,2019-08-24,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,191.87,W,,08,16645,37.75,-106.11499786,447.1,442.1,77,,Saguache,,On-Air,,,,,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,,192.16,SW,,35,11289,35.98429871,-104.90100098,147.2,147.8,67,,Mora,DM75NX,On-Air,,,8,Full-time to the Mega-Link System .,,,,http://nm5ml.com/,,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,,192.17,SW,,35,15621,35.98400116,-104.90100098,145.37,144.77,141.3,,Mora,DM75NX,Off-Air,,NMEMA ARC,,,,,,,NMFCC,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,192.35,NW,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,DN70KB,On-Air,Wide area.,Rocky Mtn VHF Soc,5,,,,,,CCARC,2017-03-11,,,,,,,,,,,,Boulder County ARES,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,193.05,NW,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,107.2,Denver,DM79FR,On-Air,Wide area.,WG0N,E-power.,,,,,,CCARC,2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,,193.1,SSW,,35,15643,35.36529922,-103.41100311,147.34,147.94,131.8,,Quay,,On-Air,,Big Water ARA,,,,,,,NMFCC,2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,193.27,NW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,"ATV, Thurs, 3pm local",https://kh6htv.com/,,2020-02-25,,,,,,,,,,,,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,193.27,NW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,,,,,CCARC,2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,193.29,NW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,,Boulder,,On-Air,,Boulder Amateur Radio Club,,,,7007,,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,193.41,NW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,,,,,BARC Repeaters,CCARC,2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.13125,-0.6,CC,KD5ROK,"Borger, NW Well Field",TX,OPEN,,D,194.22,SSE,,48,11215,35.46780014,-101.34799957,146.13125,145.53125,,,Hutchinson,DM95HL,On-Air,45,,TS1 AMA-WIRES-X,,,,,,,2019-12-09,,yes,14,314848,LoneStar Network c Record retrieved from radioid.net,DCI,,,,,,Brandmister,,,"Open Talkgroup View Assignment TS TG Access Amarillo WIRES-X 1 31485 Full-Time Local/Cluster 2 2 Full-Time Texas 2 3148 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,,,,,,,,,,,Lonestar,,LoneStar,,,,,,2,,,,,,,,,,,,,1
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,194.27,NW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,Boulder,,On-Air,20,Boulder County ARES,E-power.,,,,,http://bouldercountyares.org/technical/d-star,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,194.27,NW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,Boulder,DN70JA,On-Air,20,Boulder County ARES,E-power.,,,,,,CCARC,2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,N5LTZ,Canadian,TX,CLOSED,,,194.51,SE,,48,1334,35.91279984,-100.38200378,443.75,448.75,,,Hemphill,,,,,,,,,,,TVHFS,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,194.62,W,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,,Rio Grande,,On-Air,,S.A.R.A.,Emergency Power,,,,,http://K0SLV.COM,,2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,,194.7,ESE,,20,6211,37.61399841,-99.10299683,444.125,449.125,156.7,156.7,Kiowa,EM07KO,On-Air,,N0FEK,Closed autopatch.,Full-time to the Kan-Okla Intertie System .,,,,http://kanoklaintertiesystem.org/,Kansas Repeater Council,2019-05-17,,,,,,,,,,,,"Kan-Okla, Stateline Skywarn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,194.79,NW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,,Boulder,,Off-Air,,BARC,2,,,,,http://www.ked-wireless.com/products1.htm,CCARC,2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,194.79,NW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,,Boulder,,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,194.83,NW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,Boulder,,On-Air,,Boulder County ARES,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,194.83,NW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,Boulder,,On-Air,Wide area.,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,194.83,NW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,Boulder,,On-Air,,Boulder County ARES,E-power.,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,194.91,NW,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,,On-Air,,Northern Colorado ARC,"E-power, WX.",,,,,,CCARC,2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,195.01,NW,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,,On-Air,,K0OJ,"Autopatch, WX.",,,,,,CCARC,2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,195.35,NW,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,123,Gilpin,DM79GV,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,Full-time to the Colorado Connection System .,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,2019-08-15,,,,,,,,,,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,195.35,NW,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,141.3,Gilpin,DM79GV,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,,,,,CCARC,2015-11-03,,,,,,,,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,195.71,NW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,91.5,Boulder,DN70jb,Off-Air,Local,BARC,12,,115482,,,http://www.ked-wireless.com/products1.htm,CCARC,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,195.76,NW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,,Boulder,,On-Air,,N0EPA,,,223853,,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,195.76,NW,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.","Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,http://w0eno.org/?q=node/11,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
