Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Bandwidth,Downlink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Grid,Mixed-Mode,Notes,Web links,Coverage,Affiliate,Links,EchoLink,AllStar,Nets,Feed,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,On-air,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Commands,Central Regional,Devilshead Local,Local/Cluster,REACT,CO-Park County,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,151.68,N,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,,CCARC,2016-01-17,,100,,,,,,,,ARA Repeaters,"Denver metro, central front range",,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,152,SSW,,35,10216,35.651,-105.992,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,,3939,,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,152.02,SSW,,35,13566,35.64799881,-105.98500061,447.775,442.775,100,Santa Fe,On-Air,,,7326,,2017-02-14,,,,,,,,,,,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,153.5,N,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,On-Air,N1UPS,,3699,CCARC,2017-04-24,,,,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,154.3,NW,,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,,,CCARC,2012-11-10,,136.5,,,,,,,,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,155.11,S,,35,117,35.40399933,-105.19300079,444.375,449.375,100,San Miguel,On-Air,JPARA,"Closed autopatch, e-power.",,NMFCC,2017-08-22,,,,,,,DM75JJ,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,156.17,W,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,San Juan,On-Air,,13,,CCARC,2018-01-15,,,,,,,DM67ET,,,http://www.sjcham.com,Wide area.,,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,156.65,N,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,On-Air,Northglenn RA,E-power.,,CCARC,2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,158.16,W,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,San Juan,On-Air,KB5ITS,E-power.,,CCARC,2014-06-30,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,158.22,W,,08,16605,37.8119,-107.665,145.325,144.725,127.3,San Juan,On-Air,,Solar powered,,CCARC,2018-01-15,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,158.22,W,,08,16624,37.8119,-107.665,444,449,67,San Juan,On-Air,,,,,2018-08-03,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,,159.12,SW,,35,15622,35.86729813,-106.63800049,145.41,144.81,100,Santa Fe,Off-Air,W5HO,,,NMFCC,2017-08-25,,,,,,,DM65QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,159.43,SW,,35,66,36.0135994,-106.84400177,147.24,147.84,67,Sandoval,On-Air,,9,,NMFCC,2018-01-07,,,,,,,DM66NA,,,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,159.53,N,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,Off-Air,W0LMA,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,159.53,N,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,Off-Air,Rocky Mountain Radio League,6,,CCARC,2019-06-19,,,,,,,,,,Repeater,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,160.17,W,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,Ouray,On-Air,,,,CCARC,2018-01-15,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,160.21,NNW,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,10,,CCARC,2019-08-15,,123,,,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,Full-time to the Colorado Connection System .,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,160.21,NNW,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),Emergency Power,,CCARC,2015-11-03,,141.3,,,,,,,"Emcomm Affiliated, Open repeater",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,160.27,NW,,08,211,39.2131,-106.937,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,Linked.,,CCARC,2012-11-10,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,160.57,WSW,,08,8177,37.115,-107.633,147.15,147.75,100,La Plata,On-Air,,E-power.,,CCARC,2018-01-16,,,,,,,,,,http://www.sjcham.com,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,161.22,NNW,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,ECHO,11,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,163.13,NNW,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,W0RM,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,163.59,SW,,35,15615,36.02220154,-106.95800018,145.175,144.575,141.3,Sandoval,Off-Air,NMEMA ARC,,,NMFCC,2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,163.73,NNW,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,ECHO,,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,163.73,NNW,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,ECHO,,,CCARC,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,164.7,N,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,,2015-05-23,,,,,,,,,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,164.81,N,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,6,,CCARC,2013-03-17,,,,,,,,,,BARC Repeaters,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,164.81,N,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,Boulder ARC,6,,CCARC,2013-03-17,,,,,,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,164.83,N,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,Boulder Amateur Radio Club,,7007,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,164.84,N,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,2020-02-25,,,,,,,,,,https://kh6htv.com/,"Wide Area, WY border to DIA to SE Denver",ATN,,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,164.86,W,,08,114,37.35,-107.767,147.345,147.945,88.5,La Plata,On-Air,Colorado Connection,,,CCARC,2016-06-20,,123,,,,,,,,,Durango and north towards Molas Divide.,,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,165.05,NNW,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,,,CCARC,2017-01-06,,123,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,165.18,W,,08,116,37.3828,-107.778,146.7,146.1,100,La Plata,On-Air,Durango ARC,9,,CCARC,2018-01-16,,100,,,,,,,,http://durangoarc.org/,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,165.24,NE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,,,CCARC,2018-04-01,,,,,,,DM89QH,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,165.51,NNW,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,K2AD,,,CCARC,2018-02-01,,,yes,7,,,,,,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,,310851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,165.6,W,,08,208,37.6992,-107.806,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,E-power.,,CCARC,2017-04-14,,,,,,,,,,,Wide area.,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,165.69,W,,08,16782,37.3669,-107.785,445.1375,440.1375,,La Plata,On-Air,K2AD,,,CCARC,2018-09-27,,,yes,7,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,,,,,,,,310854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,165.72,N,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,Weld,On-Air,K0EB,,8035,CCARC,2018-12-01,,114.8,,,,,DN70,,,,,K0UPS Club,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,166.07,N,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,On-Air,,,3887,CCARC,2013-01-07,,,,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,166.15,WNW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,Montrose,On-Air,KB0YNA,,,,2016-10-11,,151.4,,,,,,,,,Wide area.,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,166.15,WNW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,On-Air,,9,3710,CCARC,2018-01-15,,107.2,,,,,,,Closed IRLP out - Ask for a control op,GMRA Repeaters,Delta/Montrose,Grand Mesa Repeater Assoc,Full-time to the GMRA Open System .,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,166.33,WSW,,35,15644,36.8,-107.62,147.36,147.96,100,San Juan,On-Air,,,,NMFCC,2018-01-15,,,,,,,,,,http://www.sjcham.com,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,167,NNW,,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,On-Air,Colorado Connection,9,,CCARC,2017-01-06,,123,,,,,,,,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,167.08,ESE,,20,3947,37.98059845,-101.75299835,146.775,146.175,,Hamilton,On-Air,KB0CKE,,,Kansas Repeater Council,2019-03-31,,,,,,,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,167.29,N,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,Off-Air,BARC,2,,CCARC,2013-01-08,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,167.29,N,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,8,,CCARC,2017-03-11,,,,,,,,,,,Denver metro area.,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,167.3,N,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,167.3,N,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,,,CCARC,2019-11-27,,,yes,7,RMHR c Record retrieved from radioid.net,,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Rocky Mountain Ham Radio,Wide area.,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,,,,,,,,310800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,167.3,N,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,,168.12,S,,35,64,35.2328,-104.223,147.36,147.96,100,San Miguel,On-Air,,5,,NMFCC,2018-01-07,,,,,,,,,,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,168.48,N,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,2012-11-12,,,,,,,,,,http://bouldercountyares.org/technical/d-star,20,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,168.48,N,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,E-power.,,CCARC,2013-12-21,,,,,,,DN70JA,,,,20,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,168.54,WNW,,08,17998,38.18,-107.79,447.8,442.8,,Ouray,On-Air,AD0RM,,,,2019-08-17,,,yes,1,,,,,,,Montrose to Ouray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,168.94,E,,20,4086,38.17499924,-101.76100159,444,449,141.3,Hamilton,On-Air,SKECT,E-power.,,Kansas Repeater Council,2018-07-12,,141.3,,,,,DM98CE,,,http://skect.org/default.aspx,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,169.22,N,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,5,,CCARC,2017-03-11,,,,,,,DN70KB,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,Wide area.,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,169.57,NNW,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,On-Air,W0IG,,,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,169.94,N,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,Off-Air,BARC,12,,CCARC,2017-05-02,,91.5,,,,,DN70jb,,,http://www.ked-wireless.com/products1.htm,Local,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,170.02,N,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,On-Air,AC0KC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,171.69,W,,08,115,37.2753,-107.879,448.625,443.625,131.8,La Plata,On-Air,KC5EVE,,,CCARC,2018-09-26,,131.8,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,171.74,W,,08,11546,37.27529907,-107.87999725,449.85,444.85,100,La Plata,On-Air,DARC,,,CCARC,2018-09-26,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,171.91,N,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,On-Air,,,,,2017-04-09,,127.3,,,,,,,There is a MOU With BCARES for repeater use.,http://goldhilltown.com/,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,171.95,N,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,BrandMeister Network,,CCARC,2019-11-27,,,yes,1,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,Wide area,,,,,,,,,,,,310852,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,171.95,N,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,2019-11-27,,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,310813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,171.95,N,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,3450,CCARC,2018-04-24,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,171.95,N,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",3990,CCARC,2017-11-13,,107.2,,,,,,,,,Boulder/Denver Metro,CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
