Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Local Network,Op Status,Coordination,IRLP,Downlink Tone,Features,EchoLink,Notes,Links,YSF Digital Enabled,DG-ID,WIRES-X,AllStar,Talkgroups,Southern Colorado,Devilshead Local,Commands,Mixed-Mode,Grid,Feed,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local or Reflector,Kansas,CKRG,KansasLink,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,BYRG,NORCAL 1,NORCAL 5150,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),SNARS,All TG's Off,All TG's On,Local
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,,104.62821975630004,NW,,56,19,41.14,-104.82,145.235,144.635,,,,,,,Laramie,,Local: Cheyenne.,N7GT,,,,2017-01-04,114.8,,On-Air,WRCG,,,,,25,"Full-time to  
448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,106.77341642861963,WNW,,56,20,41.1525,-105.221,448.15,443.15,,,,,,,Laramie,,,KB7SWR,,,,2017-01-04,100,,Off-Air,WRCG,,,,,,"Full-time to  
145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,104.62821975630004,NW,,56,15518,41.14,-104.82,449.9,444.9,,,,,,,Laramie,,From 5 miles to 25 miles,N7JJY,,,,2017-01-04,100,,On-Air,,,100,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,105.52987522711535,NW,,56,8991,41.153,-104.818,448.95,443.95,,,,yes,15,,Laramie,,Local,,,,,2019-02-25,,,On-Air,WRCG,,,,,Brandmiester DMR only no analog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,107.69741070269663,WSW,,08,260,39.1761,-106.829,447.05,442.05,,,,,,,Pitkin,,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,2012-11-10,136.5,,On-Air,CCARC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,118.0238546665229,WSW,Node Offline,08,6009,39.4247,-107.097,447.15,442.15,,,,,,,Garfield,,,,,,,2011-08-01,136.5,,On-Air,,,,,8150,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,129.2814908497332,NNW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,,,,,,,Garfield,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,,,2012-11-10,107.2,,Off-Air,CCARC,,,8,266359,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,,109.63448047583024,WSW,,08,16739,38.5063,-106.345,145.325,144.725,,,,,,,Chaffee,,wide area,Chaffee Lake Amateur Repeater Association,,,,2018-01-14,100,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,112.5248803528974,WSW,,08,211,39.2131,-106.937,146.67,146.07,,,,,,,Pitkin,,Wide area.,Ski Country ARC,,,,2012-11-10,107.2,,On-Air,CCARC,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,112.63836474109377,WSW,,08,15212,38.6125,-106.543,447.65,442.65,,,,,,,Gunnison,,Gunnison valley and along East and west on Highway 50.,KB0YNA,,,,2016-10-28,151.4,,On-Air,CCARC,,151.4,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,"Full-time to  
448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 
Full-time to  
449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,166.922543941457,NW,,08,8763,39.0666,-107.937,449.65,444.65,,,,,,,Mesa,,Wide area coverage,Keri Washburn,,,,2016-10-28,151.4,,On-Air,CCARC,8162,151.4,NWS weather alert system.,,,"Full-time to  
447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,171.882298405114,WNW,,08,15213,38.3875,-107.674,448.65,443.65,,,,,,,Montrose,,Wide area.,KB0YNA,,,,2016-10-11,,,On-Air,,,151.4,,,,"Full-time to  
447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,200.39983464495197,WNW,,08,254,37.991,-107.972,449.7,444.7,,,,,,,San Miguel,,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),,RACES: Wed at 19:30.,,2017-12-07,107.2,,On-Air,CCARC,3710,107.2,E-power.,,Closed IRLP out - Ask for a control Op,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,213.69143245653643,WNW,,08,127,38.5767,-108.647,449.4,444.4,,,,,,,Mesa,,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",,RACES Wed 1930 Hrs,http://www.gmra.org,2016-08-19,131.8,,On-Air,CCARC,3710,131.8,E-power.,,Closed IRLP out - Ask for a control op,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,,112.87787681522127,N,,08,238,40.6256,-103.207,145.295,144.695,,,,,,,Logan,,Wide area,NECARA,,,,2018-07-10,,,On-Air,CCARC,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,116.39302174212234,WNW,Node Offline,56,15436,41.0972,-105.977,147.015,147.615,,,,,,,Albany,,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,http://www.uwyo.edu/uarc/,2017-02-24,146.2,,On-Air,,,,,82070,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,122.04079937218941,WNW,,56,76,41.3148,-105.582,146.61,146.01,,,,,,,Albany,,Laramie Valley  30 mi radius.,University ARC,,,http://www.uwyo.edu/uarc,2017-01-04,,,On-Air,WRCG,,,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,116.73517305497622,NW,,56,60,41.2666,-105.433,447.225,442.225,,,,yes,11,,Albany,,Wide area.,Laramie County EM,Wyoming DMR Project,,,2017-01-04,,,On-Air,WRCG,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,D,193.3593847306476,N,,56,13858,41.7911,-107.239,445.05,440.05,,,,yes,11,,Carbon,,Wide area.,Laramie County EM,Wyoming DMR Project,,,2017-01-04,,,On-Air,WRCG,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,D,235.59588296160055,NW,,56,15489,42.8666,-106.313,449.9875,444.9875,,,,yes,11,,Natrona,,Wide Area. 40 mi radius.,Laramie County EM,Wyoming DMR Project,,,2017-01-04,,,On-Air,WRCG,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,118.17577566634543,W,,08,237,40.485,-106.831,147.21,147.81,,,,,,,Routt,,,SSARC,,,,2014-09-27,107.2,,On-Air,CCARC,,107.2,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,119.9091065051337,NW,,56,4,41.3098,-105.455,53.03,52.03,,,,,,,Albany,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,http://www.r-vcr.com/k7uwr/repeater.htm,2017-01-04,,,Off-Air,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,129.33506253330603,NNW,,08,13637,39.5505,-107.325,449.85,444.85,,,,,,,Garfield,,Glenwood Springs,,Grand Mesa Repeater Assoc,Colorado State RACES Wed 1930 local,http://GMRA.org,2018-01-15,131.8,,On-Air,CCARC,,131.8,e-power Linked to GMRA Open System,,RACES net Wed 1930 Hrs Local,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,168.48607961719432,NW,,08,253,39.4519,-108.052,449.8,444.8,,,,,,,Garfield,,,,,,GMRA Repeaters,2018-01-15,107.2,,On-Air,CCARC,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,171.882298405114,WNW,,08,69,38.3875,-107.674,447.2,442.2,,,,,,,Montrose,,Delta/Montrose,,Grand Mesa Repeater Assoc,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,2018-01-15,107.2,,On-Air,CCARC,3710,107.2,9,,Closed IRLP out - Ask for a control op,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,183.64082776487172,NW,,08,154,39.0539,-108.254,449.3,444.3,,,,,,,Mesa,,Wide Area I-70 West Rifle to Western Utah,,,RACES Wed 1930 hrs,http://www.gmra.org/,2018-01-16,107.2,,On-Air,CCARC,3710,107.2,e-power Linked to GMRA Open System,,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,209.32145495609564,NW,,08,155,39.0656,-108.748,449.575,444.575,,,,,,,Mesa,,Grand Junction,,Grand Mesa Repeater Assoc,Wed RACES Net 1930 Hrs,GMRA Repeaters,2018-01-15,131.8,,On-Air,CCARC,3710,131.8,e-power. Linked to GMRA Open System,,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,129.33506253330603,NNW,,08,8181,39.5505,-107.325,224.02,222.42,,,,,,,Garfield,Unknown,,SCARC,,,,2012-11-12,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,129.33506253330603,NNW,,08,8192,39.5505,-107.325,447.6,442.6,,,,,,,Garfield,Unknown,40,Ski Country ARC (SCARC),,,,2012-11-12,,,,CCARC,,,50,,Link Hub for 146.880.,"Full-time to  
146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,132.99694628248352,NNW,,08,130,39.4264,-107.38,146.88,146.28,,,,,,,Garfield,,,Ski Country ARC,,,,2012-11-10,107.2,,On-Air,CCARC,,,,,,"Full-time to  
447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,132.99694628248352,NNW,,08,132,39.4264,-107.38,447.1,442.1,,,,,,,Garfield,,,Ski Country ARC,,,,2012-11-10,107.2,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,129.78445605871755,NNW,,08,35,39.4,-107.315,449.725,444.725,,,,,,,Garfield,,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,2012-11-10,179.9,,On-Air,CCARC,3722,,EchoLink.,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,129.78445605871755,NNW,,08,259,39.4,-107.315,147.39,147.99,,,,,,,Garfield,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,2016-07-14,107.2,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,131.89325141208542,WSW,,08,161,38.5458,-106.925,449.95,444.95,,,,,,,Gunnison,Unknown,,K5GF,,,,2012-11-10,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,131.89325141208542,WSW,,08,160,38.5458,-106.925,147.12,147.72,,,,,,,Gunnison,,,W0VTL,,,,2014-09-01,,,On-Air,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,132.99694628248352,NNW,,08,255,39.4264,-107.38,449.6,444.6,,,,,,,Garfield,,Wide area.,,,,http://www.gmra.org,2018-01-15,107.2,,On-Air,CCARC,,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,134.43649957938507,S,,08,167,37.9995,-103.529,147.36,147.96,,,,,,,Otero,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,KC0ITF,,,2018-09-30,,,On-Air,,,123,E-power,,Digital Wires-X,,yes,Open ↑ / Open ↓,11360,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,DSY,134.43649957938507,S,,08,101,37.9995,-103.529,446.75,441.75,yes,KC0ITF (B) Repeater,"jfindu lookup 
/  dstar-users lookup",yes,0,,Otero,,La Junta,,KC0ITF,,,2017-02-01,,,On-Air,,,,E-power.,,Please use Busy Channel LockOut,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,142.02128678013304,NNW,,31,58,41.49,-103.755,147,146.4,,,,,,,Banner,,,Tri-City Radio Amateur Club,,,,2017-09-07,103.5,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,172.55749695088912,N,,31,59,41.9406,-103.656,147.075,147.675,,,,,,,Scotts Bluff,,,Tri-City Radio Amateur Club,,,,2014-07-08,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,202.04369102887298,N,,31,10034,42.117,-102.87,146.715,146.115,,,,,,,Box Butte,,,TriCity,,,,2018-01-14,103.5,,On-Air,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,145.00204559942256,SW,,08,14200,37.7531,-106.109,146.64,146.04,,,,,,,Rio Grande,,Low level local coverage,,,,,2016-12-25,77,,On-Air,,,77,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,145.3397470811797,SW,,08,16645,37.75,-106.115,447.1,442.1,,,,,,,Saguache,,,,,,,2017-12-13,77,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,146.72474139028466,SSW,,08,168,37.505,-105.007,145.355,144.755,,,,,,,Huerfano,,,N0JPX,,,,2019-03-17,100,,On-Air,CCARC,3974,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,152.29745831705753,E,,08,163,40.5844,-102.302,146.955,146.355,,,,,,,Phillips,Unknown,,PCARC,,,,2012-11-10,,,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,152.86603789542457,NNW,,08,3740,40.5152,-107.546,145.265,144.665,,,,,,,Moffat,Unknown,,NW Colorado ARC,,,,2012-11-12,107.2,,,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,153.37611997528884,NW,,08,8179,38.8683,-107.592,147.33,147.93,,,,,,,Delta,,Wide area.,North Fork Repeater Assoc.,,,,2016-05-16,107.2,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,153.47105027515036,NW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,,,,,,,Garfield,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,,2015-06-03,107.2,,Off-Air,CCARC,,,E-power.,243117,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,,162.2393321626759,SSE,ON        - IDLE,08,3794,38.0872,-102.621,146.61,146.01,,,,,,,Prowers,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,,,2018-03-12,123,,On-Air,CCARC,3774,123,,37784,,"Full-time to  
449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,,162.2799523682006,SSE,ON        - IDLE,08,171,38.0872,-102.62,449.5,444.5,,,,,,,Prowers,,45,Lamar ARC,,,,2018-03-12,123,,On-Air,CCARC,3774,,,37784,,"Full-time to  
146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,162.80123509837162,WNW,,56,29,41.6333,-106.526,147.24,147.84,,,,,,,Carbon,,Wide area.,CCARS,,,,2017-01-04,100,,On-Air,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,164.4051657241174,SW,,08,63,37.8492,-106.926,146.925,146.325,,,,,,,Mineral,,,Creede ARC,,,,2012-11-12,,,Off-Air,CCARC,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,165.61564085592758,NW,,08,36,39.2406,-107.961,449.5,444.5,,,,,,,Mesa,,,Grand Mesa Repeater Association (GMRA),,,,2016-07-01,107.2,,Off-Air,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,199.0147378191564,NW,,08,8206,39.0639,-108.551,449,444,,,,,,,Mesa,,,KB0SW,Grand Mesa Repeater Assoc,,,2015-08-03,,,On-Air,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
